#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,Unknown28,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
39870,위키드 대포,0,405,24,5996,0,0,0,0,0,0,0,0,0,3237,3,0,76,0,0,0,12,40,10,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
39871,검은 안식일,0,405,24,5996,0,0,0,30,0,0,0,0,0,3211,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
39872,노목의 가지,0,405,24,1875,0,0,0,50,0,0,0,194,0,10628,3,0,11,0,0,0,13,30,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39873,대선풍,0,405,0,5996,0,0,0,45,0,0,0,1,0,4570,4,0,0,0,0,0,2,10,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39874,대선풍,0,405,0,5996,0,0,0,45,0,0,0,1,0,4571,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39875,반전 거원참,0,405,137,1875,0,0,0,60,0,0,0,0,0,3210,3,0,8,0,0,0,10,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39876,용서의 원,0,405,0,5996,0,0,0,0,0,0,0,0,0,1378,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39877,반전 단쇄검,0,405,137,1875,0,0,0,50,0,0,0,0,0,3208,3,0,8,0,0,0,13,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39878,광란의 비명,0,405,24,1875,0,0,0,50,0,0,0,0,0,3207,2,0,8,0,0,0,2,50,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
39879,빛과 어둠의 날개,0,405,0,5996,0,0,0,0,0,0,0,0,0,10825,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39880,빛과 어둠의 날개,0,405,0,5996,0,0,0,0,0,0,0,0,0,10852,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39881,열분열탄,0,405,0,1875,0,0,0,0,20,0,0,0,0,5227,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
39882,송곳니 하나: 참독,0,405,0,1875,0,0,0,0,20,0,0,0,0,3227,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39883,,0,405,0,3115,0,0,0,0,0,0,0,0,0,1378,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39884,,0,405,0,3115,0,0,0,0,0,0,0,0,0,1378,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39885,,0,405,0,1875,0,0,0,0,0,0,0,0,0,1378,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39886,퍼니시 체인,0,405,0,3115,0,0,0,0,0,0,0,0,0,11163,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
39887,중력파,0,405,24,1875,0,0,0,50,0,0,0,0,0,3206,3,0,8,0,0,0,2,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39888,뿔소 돌진,0,405,0,1875,0,0,0,0,80,0,0,0,0,3203,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,8,0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39889,물기,0,405,0,1875,0,0,0,0,80,0,0,0,0,3206,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,5,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39890,가시털 날리기,0,405,24,1875,0,0,0,25,150,0,0,182,0,1288,3,0,8,0,0,0,12,7,2,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39891,아토피 뿌리,0,405,24,1875,0,0,0,40,150,0,0,181,0,3201,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39892,끔찍한 공기,0,405,24,1875,0,0,0,40,150,0,0,185,0,3202,3,0,10,0,0,0,13,12,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39893,핏빛 연기,0,405,24,1875,0,0,0,40,150,0,0,185,0,1525,3,0,8,0,0,0,13,14,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39894,썩은 피,0,405,24,1875,0,0,0,40,150,0,0,181,0,3205,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39895,녹색 안개,0,405,564,5996,0,0,0,80,0,0,0,0,0,3215,4,0,17,0,0,0,13,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39896,연속 후려갈기기,0,405,555,5996,0,0,0,69,0,0,0,0,0,3224,3,0,10,0,66,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39897,연속 후려갈기기,0,405,555,5996,0,0,0,69,0,0,0,0,0,3225,3,0,10,0,66,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39898,연속 후려갈기기,0,405,556,5996,0,0,0,69,0,0,0,0,0,3226,3,0,11,0,20,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39899,연속 후려갈기기,0,405,556,5996,0,0,0,69,0,0,0,0,0,3227,3,0,11,0,20,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39900,레츠 댄스!,0,405,0,5996,0,0,0,0,0,0,0,0,0,1378,3,0,0,0,0,0,12,25,90,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39901,레츠 댄스!,0,405,0,5996,0,0,0,0,0,0,0,0,0,1378,3,0,0,0,0,0,12,25,50,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39902,,0,405,24,5996,0,0,0,0,0,0,0,0,0,3224,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39903,,0,405,24,5996,0,0,0,0,0,0,0,0,0,3226,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39904,,0,405,137,5996,0,0,0,50,0,0,0,0,0,3238,3,0,156,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
39905,,0,405,137,5996,0,0,0,50,0,0,0,0,0,3237,3,0,122,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
39906,,0,405,24,5996,0,0,0,0,0,0,0,0,0,3219,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39907,,0,405,24,5996,0,0,0,0,0,0,0,0,0,3222,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39908,겟 다운!,0,405,0,5996,0,0,0,52,0,0,0,1,0,14501,3,0,0,0,0,0,2,7,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39909,오라 폭발,0,405,0,3115,0,0,0,10,0,0,0,0,0,1378,4,0,8,0,0,0,6,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39910,홀리,0,405,0,3115,0,0,0,10,0,0,0,0,0,1378,4,0,8,0,0,0,6,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39911,오라 해방,0,405,0,3115,0,0,0,50,0,0,0,0,0,1378,4,0,8,0,0,0,6,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39912,오라 해방,0,405,0,3115,0,0,0,100,0,0,0,0,0,1378,4,0,8,0,0,0,6,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39913,연속 후려갈기기,0,405,555,5996,0,0,0,30,0,0,0,0,0,4575,3,0,96,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39914,연속 후려갈기기,0,405,556,5996,0,0,0,30,0,0,0,0,0,4576,3,0,139,0,66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39915,연속 후려갈기기,0,405,556,5996,0,0,0,30,0,0,0,0,0,4576,3,0,139,0,66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39916,연속 후려갈기기,0,405,555,5996,0,0,0,30,0,0,0,0,0,4575,3,0,96,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39917,연속 후려갈기기,0,405,0,5996,0,0,0,81,0,0,0,0,0,1378,3,0,8,0,0,0,12,70,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39918,연속 후려갈기기,0,405,0,5996,0,0,0,81,0,0,0,0,0,1378,3,0,8,0,0,0,12,70,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39919,연속 후려갈기기,0,405,0,5996,0,0,0,31,0,0,0,0,0,1378,3,0,8,0,0,0,12,50,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39920,연속 후려갈기기,0,405,0,5996,0,0,0,31,0,0,0,0,0,1378,3,0,8,0,0,0,12,50,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39921,봄 아웃,0,405,0,5996,0,0,0,0,0,0,0,0,0,7442,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
39922,해로운 숨결,0,405,616,5996,0,0,0,80,0,0,0,0,0,1222,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39923,,0,405,0,1875,0,0,0,0,0,0,0,0,0,4561,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39924,반수의 춤,0,405,62,1875,0,0,0,0,0,0,0,0,0,3210,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39925,뇌성,0,405,62,3252,0,0,0,0,0,0,0,0,0,3212,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39926,아라미타마 탄환,0,405,0,6376,0,0,0,0,0,0,0,1,0,6375,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39927,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3210,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39928,주박뢰,0,405,62,1875,0,0,0,0,0,0,0,0,0,3207,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
39929,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3206,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39930,뇌화일섬,0,405,22,3242,0,0,0,40,0,0,0,115,0,3202,2,0,10,0,0,0,4,50,20,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39931,천뢰장,0,405,62,3241,0,0,0,40,0,0,0,0,0,3201,3,0,8,0,0,0,2,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
39932,돌려차기,0,405,62,3243,0,0,0,40,0,0,0,0,0,3203,3,0,8,0,0,0,3,24,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39933,풍뢰파동,0,405,62,3244,0,0,0,40,0,0,0,0,0,3204,2,0,8,0,0,0,2,100,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
39934,원뢰,0,405,62,3245,0,0,0,50,0,0,0,177,0,3205,2,0,8,0,0,0,10,25,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39935,뇌화일섬,0,405,22,3249,0,0,0,40,0,0,0,115,0,3209,2,0,8,0,0,0,4,50,20,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39936,강철 발톱,0,405,62,3242,0,0,0,0,0,0,0,0,0,3202,3,0,8,0,0,0,3,13,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39937,주박뢰,0,405,62,1875,0,0,0,40,0,0,0,0,0,3207,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
39938,장악,0,405,62,1875,0,0,0,0,0,0,0,0,0,3208,4,0,10,0,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39939,건곤일척,0,405,62,3249,0,0,0,50,0,0,0,0,0,3209,3,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39940,건곤일척,0,405,0,3115,0,0,0,0,0,0,0,0,0,1378,3,0,13,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39941,하늘의 번개,0,405,62,1875,0,0,0,0,0,0,0,0,0,3212,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39942,백뢰요란,0,405,0,6366,0,0,0,50,0,0,0,145,0,6365,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39943,백뢰요란,0,405,0,6366,0,0,0,0,0,0,0,0,0,6365,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39944,폭탄 저기압,0,405,62,3253,0,0,0,0,0,0,0,0,0,3213,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39945,폭풍,0,405,0,6368,0,0,0,0,0,0,0,0,0,6367,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39946,진공 할퀴기,0,405,0,1875,0,0,0,0,0,0,0,0,0,1378,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39947,진공 베기,0,405,0,6372,0,0,0,0,0,0,0,0,0,6371,2,0,0,0,0,0,2,100,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39948,불길한 바람,0,405,62,1875,0,0,0,0,0,0,0,0,0,3211,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39949,불길한 바람,0,405,0,6370,0,0,0,0,0,0,0,0,0,6369,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39950,무간지옥,0,405,62,1875,0,0,0,30,0,0,0,0,0,3211,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39951,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3216,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39952,,0,405,0,6054,0,0,0,0,0,0,0,0,0,6053,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39953,아라미타마 탄환,0,405,0,6374,0,0,0,0,0,0,0,0,0,6373,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39954,제왕의 진격,0,405,62,4599,0,0,0,30,0,0,0,151,0,4575,3,0,0,0,0,0,4,40,5,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39955,제왕의 진격,0,405,0,3115,0,0,0,0,0,0,0,0,0,1378,3,0,0,0,0,0,4,16,40,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39956,돌려차기,0,405,62,3257,0,0,0,0,0,0,0,0,0,3217,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39957,돌려차기,0,405,0,1875,0,0,0,51,0,0,0,186,0,1222,3,0,0,0,0,0,10,25,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
