#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,DamagePhysType,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
40927,신통기 마술사 머리장식,,,신통기 마술사 머리장식,0,0,0,1,0,0,131904,0,0,0,0,0,0,349,611,235,234,180,126,0,0,0,0,0,0,0,0,90,0,1,63,0,0,5,0,0,0,4,3,22,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,975,8,21800,56616,650,40040,0,0,6378,0,3,4,34,0,3,5,1,2,11,True,True,False,True,False,False,False,False
40928,신통기 마술사 로브,,,신통기 마술사 로브,0,0,0,1,0,0,131904,0,0,0,0,0,0,468,820,374,372,286,200,0,0,0,0,0,0,0,0,90,0,1,63,0,0,5,0,0,0,4,3,22,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,1625,8,21800,57003,650,40040,0,0,6385,0,3,4,35,0,4,5,1,2,13,True,True,False,True,False,True,False,False
40929,신통기 마술사 팔덮개,,,신통기 마술사 팔덮개,0,0,0,1,0,0,131904,0,0,0,0,0,0,349,611,235,234,180,126,0,0,0,0,0,0,0,0,90,0,1,63,0,0,5,0,0,0,4,3,44,46,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,975,8,21800,56125,650,40040,0,0,6378,0,3,4,37,0,5,5,1,2,13,True,True,False,True,False,False,False,False
40930,신통기 마술사 장치마,,,신통기 마술사 장치마,0,0,0,1,0,0,131904,0,0,0,0,0,0,468,820,374,372,286,200,0,0,0,0,0,0,0,0,90,0,1,63,0,0,5,0,0,0,4,3,27,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,1625,8,21800,57526,650,40040,0,0,6385,0,3,4,36,0,7,5,1,2,13,True,True,False,True,False,False,False,False
40931,신통기 마술사 샌들,,,신통기 마술사 샌들,0,0,0,1,0,0,131904,0,0,0,0,0,0,349,611,235,234,180,126,0,0,0,0,0,0,0,0,90,0,1,63,0,0,5,0,0,0,4,3,46,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,975,8,21800,49620,650,40040,0,0,6378,0,3,4,38,0,8,5,1,2,12,True,True,False,True,False,False,False,False
40932,맨더빌한 언월도,,[맨더빌한 맨더빌 웨폰],맨더빌한 언월도,0,0,0,1,0,0,4305715401,0,132,66,2240,0,0,0,0,297,327,0,0,0,0,0,0,0,0,0,0,90,0,1,20,0,0,1,19,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,False,0,1,2,0,8,21800,30670,665,1013,0,0,0,0,4,1,2,0,1,5,2,2,9,True,True,False,False,False,False,False,False
40933,맨더빌한 주먹,,"[맨더빌한 맨더빌 웨폰]
이 무기의 외형은 손 방어구에 우선하여 보여질 수 있습니다.",맨더빌한 주먹,0,0,0,1,0,0,4295624257,74356,132,66,2560,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,21,0,0,3,20,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,False,0,1,2,0,8,21800,30834,665,15013,0,0,0,0,4,1,1,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40934,맨더빌한 전투도끼,,[맨더빌한 맨더빌 웨폰],맨더빌한 전투도끼,0,0,0,1,0,0,4303815057,0,132,66,3360,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,22,0,0,1,21,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,False,0,1,2,0,8,21800,31244,665,3013,0,0,0,0,4,1,3,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40935,맨더빌한 삼지창,,[맨더빌한 맨더빌 웨폰],맨더빌한 삼지창,0,0,0,1,0,0,4295033358,0,132,66,2800,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,23,0,0,2,22,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False,False,False,0,1,2,0,8,21800,31646,665,9013,0,0,0,0,4,1,5,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40936,맨더빌한 합성궁,,[맨더빌한 맨더빌 웨폰],맨더빌한 합성궁,0,0,0,1,0,0,4295033465,4303159994,132,66,3040,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,24,0,0,4,23,2,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,False,0,1,2,0,8,21800,32034,665,25013,0,0,0,0,4,1,4,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40937,맨더빌한 단검,,[맨더빌한 맨더빌 웨폰],맨더빌한 단검,0,0,0,1,0,0,4303226633,4303226683,132,66,2560,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,92,0,0,11,30,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,False,0,1,2,0,8,21800,33620,665,20013,0,0,0,0,4,1,84,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40938,맨더빌한 그레이트소드,,[맨더빌한 맨더빌 웨폰],맨더빌한 그레이트소드,0,0,0,1,0,0,4295099878,0,132,66,2960,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,98,0,0,1,32,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,False,0,1,2,0,8,21800,34398,665,5013,0,0,0,0,4,1,87,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40939,맨더빌한 연발권총,,[맨더빌한 맨더빌 웨폰],맨더빌한 연발권총,0,0,0,1,0,0,4301850577,4295034931,132,66,2640,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,96,0,0,4,31,2,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,False,0,1,2,0,8,21800,34493,665,27013,0,0,0,0,4,1,88,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40940,맨더빌한 환술봉,,[맨더빌한 맨더빌 웨폰],맨더빌한 환술봉,0,0,0,1,0,0,4295033662,0,132,132,3440,0,0,0,0,416,412,0,0,0,0,0,0,0,0,0,0,90,0,1,25,0,0,6,24,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,False,0,1,2,0,8,21800,32464,665,41013,0,0,0,0,4,2,9,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40941,맨더빌한 주술봉,,[맨더빌한 맨더빌 웨폰],맨더빌한 주술봉,0,0,0,1,0,0,4295820292,0,132,132,3280,0,0,0,0,416,412,0,0,0,0,0,0,0,0,0,0,90,0,1,26,0,0,5,25,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,False,0,1,2,0,8,21800,32879,665,32013,0,0,0,0,4,2,7,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40942,맨더빌한 금서,,[맨더빌한 맨더빌 웨폰],맨더빌한 금서,0,0,0,1,0,0,4295034586,0,132,132,3120,0,0,0,0,416,412,0,0,0,0,0,0,0,0,0,0,90,0,1,28,0,0,5,27,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,False,0,1,2,0,8,21800,33392,665,34013,0,0,0,0,4,2,10,0,13,5,2,2,14,True,True,False,False,False,False,False,False
40943,맨더빌한 치유서,,[맨더빌한 맨더빌 웨폰],맨더빌한 치유서,0,0,0,1,0,0,4295034587,0,132,132,3120,0,0,0,0,416,412,0,0,0,0,0,0,0,0,0,0,90,0,1,29,0,0,6,28,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,False,0,1,2,0,8,21800,33391,665,43013,0,0,0,0,4,2,98,0,13,5,2,2,14,True,True,False,False,False,False,False,False
40944,맨더빌한 좌표기,,[맨더빌한 맨더빌 웨폰],맨더빌한 좌표기,0,0,0,1,0,0,4301195317,794569017495,132,132,3200,0,0,0,0,416,412,0,0,0,0,0,0,0,0,0,0,90,0,1,99,0,0,6,33,1,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,False,0,1,2,0,8,21800,34991,665,44013,0,0,0,0,4,2,89,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40945,맨더빌한 외날검,,[맨더빌한 맨더빌 웨폰],맨더빌한 외날검,0,0,0,1,0,0,4300736665,4301785291,132,66,2640,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,111,0,0,3,34,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,False,0,1,2,0,8,21800,36548,665,17013,0,0,0,0,4,1,96,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40946,맨더빌한 레이피어,,[맨더빌한 맨더빌 웨폰],맨더빌한 레이피어,0,0,0,1,0,0,4301392125,4295035213,132,132,3440,0,0,0,0,416,412,0,0,0,0,0,0,0,0,0,0,90,0,1,112,0,0,5,35,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,False,0,1,2,0,8,21800,36847,665,37013,0,0,0,0,4,2,97,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40947,맨더빌한 건블레이드,,[맨더빌한 맨더빌 웨폰],맨더빌한 건블레이드,0,0,0,1,0,0,4295035343,0,132,66,2800,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,149,0,0,1,37,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,False,0,1,2,0,8,21800,36090,665,6013,0,0,0,0,4,1,106,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40948,맨더빌한 차크람,,[맨더빌한 맨더빌 웨폰],맨더빌한 차크람,0,0,0,1,0,0,4299033129,4299033179,132,66,3120,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,150,0,0,4,38,2,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,False,0,1,2,0,8,21800,36289,665,28013,0,0,0,0,4,1,107,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40949,맨더빌한 날개,,[맨더빌한 맨더빌 웨폰],맨더빌한 날개,0,0,0,1,0,0,4296739469,0,132,132,2800,0,0,0,0,416,412,0,0,0,0,0,0,0,0,0,0,90,0,1,181,0,0,6,40,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,False,0,1,2,0,8,21800,37056,665,45013,0,0,0,0,4,2,109,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40950,맨더빌한 자그날,,[맨더빌한 맨더빌 웨폰],맨더빌한 자그날,0,0,0,1,0,0,4295035649,0,132,66,3200,0,0,0,0,416,458,0,0,0,0,0,0,0,0,0,0,90,0,1,180,0,0,2,39,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False,False,False,0,1,2,0,8,21800,37259,665,11013,0,0,0,0,4,1,108,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40951,맨더빌한 연모양 방패,,[맨더빌한 맨더빌 웨폰],맨더빌한 연모양 방패,0,0,0,1,0,0,4303224933,0,0,0,0,1267,1267,0,0,119,131,0,0,0,0,0,0,0,0,0,0,90,0,1,20,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,False,0,1,2,0,8,21800,30259,665,1013,0,0,0,0,4,3,11,0,2,5,2,2,10,True,True,False,False,False,True,False,False
40952,모조 당당한 맨더빌 한손검,,[모조품],모조 당당한 맨더빌 한손검,0,0,0,1,0,0,8600158409,0,9,5,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,20,0,0,1,19,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,1000,0,8,21800,30665,1,1470,0,0,0,0,4,1,2,0,1,5,2,2,9,True,True,False,False,False,False,False,False
40953,모조 당당한 맨더빌 주먹,,"[모조품]
이 무기의 외형은 손 방어구에 우선하여 보여질 수 있습니다.",모조 당당한 맨더빌 주먹,0,0,0,1,0,0,8590526017,74354,9,5,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,21,0,0,3,20,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,True,0,1,1000,0,8,21800,30829,1,15470,0,0,0,0,4,1,1,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40954,모조 당당한 맨더빌 긴날도끼,,[모조품],모조 당당한 맨더빌 긴날도끼,0,0,0,1,0,0,8598126993,0,9,5,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,22,0,0,1,21,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,1000,0,8,21800,31239,1,3470,0,0,0,0,4,1,3,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40955,모조 당당한 맨더빌 창,,[모조품],모조 당당한 맨더빌 창,0,0,0,1,0,0,8597602805,0,9,5,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,23,0,0,2,22,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False,False,True,0,1,1000,0,8,21800,31641,1,9470,0,0,0,0,4,1,5,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40956,모조 당당한 맨더빌 현악궁,,[모조품],모조 당당한 맨더빌 현악궁,0,0,0,1,0,0,8596685401,4302570170,9,5,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,24,0,0,4,23,2,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,1000,0,8,21800,32029,1,25470,0,0,0,0,4,1,4,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40957,모조 당당한 맨더빌 단검,,[모조품],모조 당당한 맨더빌 단검,0,0,0,1,0,0,8597669641,8597669691,9,5,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,92,0,0,11,30,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,1000,0,8,21800,33615,1,20470,0,0,0,0,4,1,84,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40958,모조 당당한 맨더빌 그레이트소드,,[모조품],모조 당당한 맨더빌 그레이트소드,0,0,0,1,0,0,8597669341,0,9,5,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,98,0,0,1,32,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,1000,0,8,21800,34393,1,5470,0,0,0,0,4,1,87,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40959,모조 당당한 맨더빌 권총,,[모조품],모조 당당한 맨더빌 권총,0,0,0,1,0,0,8596293585,4295034931,9,5,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,96,0,0,4,31,2,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,1000,0,8,21800,34488,1,27470,0,0,0,0,4,1,88,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40960,모조 당당한 맨더빌 환술봉,,[모조품],모조 당당한 맨더빌 환술봉,0,0,0,1,0,0,8590132027,0,9,9,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,25,0,0,6,24,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,1000,0,8,21800,32459,1,41470,0,0,0,0,4,2,9,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40961,모조 당당한 맨더빌 주술봉,,[모조품],모조 당당한 맨더빌 주술봉,0,0,0,1,0,0,8590328836,0,9,9,3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,26,0,0,5,25,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,1000,0,8,21800,32874,1,32470,0,0,0,0,4,2,7,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40962,모조 당당한 맨더빌 금서,,[모조품],모조 당당한 맨더빌 금서,0,0,0,1,0,0,8597341861,0,9,9,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,28,0,0,5,27,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,1000,0,8,21800,33382,1,34470,0,0,0,0,4,2,10,0,13,5,2,2,14,True,True,False,False,False,False,False,False
40963,모조 당당한 맨더빌 치유서,,[모조품],모조 당당한 맨더빌 치유서,0,0,0,1,0,0,8590198451,0,9,9,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,29,0,0,6,28,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,1000,0,8,21800,33381,1,43470,0,0,0,0,4,2,98,0,13,5,2,2,14,True,True,False,False,False,False,False,False
40964,모조 당당한 맨더빌 태양계의,,[모조품],모조 당당한 맨더빌 태양계의,0,0,0,1,0,0,8590002257,738734442647,9,9,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,99,0,0,6,33,1,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,1000,0,8,21800,34986,1,44470,0,0,0,0,4,2,89,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40965,모조 당당한 맨더빌 외날검,,[모조품],모조 당당한 맨더빌 외날검,0,0,0,1,0,0,8595245209,4301326539,9,5,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,111,0,0,3,34,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,True,0,1,1000,0,8,21800,36543,1,17470,0,0,0,0,4,1,96,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40966,모조 당당한 맨더빌 데겐,,[모조품],모조 당당한 맨더빌 데겐,0,0,0,1,0,0,8595835133,8590068039,9,9,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,112,0,0,5,35,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,1000,0,8,21800,36842,1,37470,0,0,0,0,4,2,97,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40967,모조 당당한 맨더빌 총검,,[모조품],모조 당당한 맨더빌 총검,0,0,0,1,0,0,8593738181,0,9,5,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,149,0,0,1,37,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,1000,0,8,21800,36085,1,6470,0,0,0,0,4,1,106,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40968,모조 당당한 맨더빌 차크람,,[모조품],모조 당당한 맨더빌 차크람,0,0,0,1,0,0,8593476137,8593476187,9,5,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,150,0,0,4,38,2,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,1000,0,8,21800,36284,1,28470,0,0,0,0,4,1,107,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40969,모조 당당한 맨더빌 날개,,[모조품],모조 당당한 맨더빌 날개,0,0,0,1,0,0,8591182477,0,9,9,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,181,0,0,6,40,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,1000,0,8,21800,37051,1,45470,0,0,0,0,4,2,109,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40970,모조 당당한 맨더빌 전투낫,,[모조품],모조 당당한 맨더빌 전투낫,0,0,0,1,0,0,8591379186,0,9,5,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,180,0,0,2,39,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False,False,True,0,1,1000,0,8,21800,37254,1,11470,0,0,0,0,4,1,108,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40971,모조 당당한 맨더빌 방패,,[모조품],모조 당당한 맨더빌 방패,0,0,0,1,0,0,8597667941,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,20,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,1000,0,8,21800,30254,1,1470,0,0,0,0,4,3,11,0,2,5,2,2,10,True,True,False,False,False,True,False,False
40972,무광 모조 당당한 맨더빌 한손검,,[모조품][광채 없음],무광 모조 당당한 맨더빌 한손검,0,0,0,1,0,0,4305191113,0,9,5,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,20,0,0,1,19,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,1000,0,8,21800,30665,1,1470,0,0,0,0,4,1,2,0,1,5,2,2,9,True,True,False,False,False,False,False,False
40973,무광 모조 당당한 맨더빌 주먹,,"[모조품][광채 없음]
이 무기의 외형은 손 방어구에 우선하여 보여질 수 있습니다.",무광 모조 당당한 맨더빌 주먹,0,0,0,1,0,0,4295558721,74354,9,5,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,21,0,0,3,20,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,True,0,1,1000,0,8,21800,30829,1,15470,0,0,0,0,4,1,1,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40974,무광 모조 당당한 맨더빌 긴날도끼,,[모조품][광채 없음],무광 모조 당당한 맨더빌 긴날도끼,0,0,0,1,0,0,4303159697,0,9,5,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,22,0,0,1,21,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,1000,0,8,21800,31239,1,3470,0,0,0,0,4,1,3,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40975,무광 모조 당당한 맨더빌 창,,[모조품][광채 없음],무광 모조 당당한 맨더빌 창,0,0,0,1,0,0,4302635509,0,9,5,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,23,0,0,2,22,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False,False,True,0,1,1000,0,8,21800,31641,1,9470,0,0,0,0,4,1,5,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40976,무광 모조 당당한 맨더빌 현악궁,,[모조품][광채 없음],무광 모조 당당한 맨더빌 현악궁,0,0,0,1,0,0,4301718105,4302570170,9,5,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,24,0,0,4,23,2,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,1000,0,8,21800,32029,1,25470,0,0,0,0,4,1,4,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40977,무광 모조 당당한 맨더빌 단검,,[모조품][광채 없음],무광 모조 당당한 맨더빌 단검,0,0,0,1,0,0,4302702345,4302702395,9,5,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,92,0,0,11,30,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,1000,0,8,21800,33615,1,20470,0,0,0,0,4,1,84,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40978,무광 모조 당당한 맨더빌 그레이트소드,,[모조품][광채 없음],무광 모조 당당한 맨더빌 그레이트소드,0,0,0,1,0,0,4302702045,0,9,5,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,98,0,0,1,32,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,1000,0,8,21800,34393,1,5470,0,0,0,0,4,1,87,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40979,무광 모조 당당한 맨더빌 권총,,[모조품][광채 없음],무광 모조 당당한 맨더빌 권총,0,0,0,1,0,0,4301326289,4295034931,9,5,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,96,0,0,4,31,2,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,1000,0,8,21800,34488,1,27470,0,0,0,0,4,1,88,0,13,5,2,2,9,True,True,False,False,False,False,False,False
40980,무광 모조 당당한 맨더빌 환술봉,,[모조품][광채 없음],무광 모조 당당한 맨더빌 환술봉,0,0,0,1,0,0,4295164731,0,9,9,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,25,0,0,6,24,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,1000,0,8,21800,32459,1,41470,0,0,0,0,4,2,9,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40981,무광 모조 당당한 맨더빌 주술봉,,[모조품][광채 없음],무광 모조 당당한 맨더빌 주술봉,0,0,0,1,0,0,4295361540,0,9,9,3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,26,0,0,5,25,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,1000,0,8,21800,32874,1,32470,0,0,0,0,4,2,7,0,13,5,2,2,11,True,True,False,False,False,False,False,False
40982,무광 모조 당당한 맨더빌 금서,,[모조품][광채 없음],무광 모조 당당한 맨더빌 금서,0,0,0,1,0,0,4302374565,0,9,9,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,28,0,0,5,27,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,1000,0,8,21800,33382,1,34470,0,0,0,0,4,2,10,0,13,5,2,2,14,True,True,False,False,False,False,False,False
40983,무광 모조 당당한 맨더빌 치유서,,[모조품][광채 없음],무광 모조 당당한 맨더빌 치유서,0,0,0,1,0,0,4295231155,0,9,9,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,29,0,0,6,28,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,1000,0,8,21800,33381,1,43470,0,0,0,0,4,2,98,0,13,5,2,2,14,True,True,False,False,False,False,False,False
