#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
560,"/이야기 보조명령어
이야기합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/이야기,,/converse,,0,293,2,1,2,0,0
561,"/진지 보조명령어
진지한 표정을 짓습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/진지,,/concentrate,,0,293,2,1,2,0,0
562,"/당혹 보조명령어
당혹스러운 표정을 짓습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/당혹,,/disturbed,,0,293,2,1,2,0,0
563,"/온화 보조명령어
온화한 표정을 짓습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/온화,,/simper,,0,293,2,1,2,0,0
564,"/만족 보조명령어
만족스러운 표정을 짓습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/만족,,/beam,,0,293,2,1,2,0,0
565,"/차려 보조명령어
차려 자세를 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/차려,,/attention,,0,293,2,1,2,0,0
566,"/열중쉬어 보조명령어
열중쉬어 자세를 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/열중쉬어,,/atease,,0,293,2,1,2,0,0
567,"/격투 보조명령어
격투 훈련을 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/격투,,/box,,0,293,2,1,2,0,0
568,"/주술 보조명령어
주술을 겁니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/주술,,/ritualprayer,,0,293,2,1,2,0,0
569,,,,,,0,0,0,0,0,0,0
570,"/덜덜 보조명령어
덜덜 떱니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/덜덜,,/tremble,,0,293,2,1,2,0,0
571,"/기진맥진 보조명령어
기진맥진합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/기진맥진,,/winded,,0,293,2,1,2,0,0
572,"/흠칫 보조명령어
흠칫합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/흠칫,,/aback,,0,293,2,1,2,0,0
573,"/가벼운인사 보조명령어
가볍게 인사합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/가벼운인사,,/greet,,0,293,2,1,2,0,0
574,"/복싱스텝 보조명령어
복싱 스텝을 밟습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/복싱스텝,,/boxstep,,0,293,2,1,2,0,0
575,"/사이드스텝 보조명령어
사이드 스텝을 밟습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/사이드스텝,,/sidestep,,0,293,2,1,2,0,0
576,"/알테마 보조명령어
알테마를 시전하듯이 빛을 내뿜습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/알테마,,/ultima,,0,293,2,1,2,0,0
577,"/욜의춤 보조명령어
욜의 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/욜의춤,,/yoldance,,0,293,2,1,2,0,0
578,,,,,,0,0,0,0,0,0,0
579,"/물뿌리기 보조명령어
물을 뿌립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/물뿌리기,,/splash,,0,293,2,1,2,0,0
580,,,,,,0,0,0,0,0,0,0
581,"/더위(/더워) 보조명령어
더워합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/더위,/더워,/sweat,,0,293,2,1,2,0,0
582,"/추위(/추워) 보조명령어
추워합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/추위,/추워,/shiver,,0,293,2,1,2,0,0
583,"/설명 보조명령어
설명합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/설명,,/elucidate,,0,293,2,1,2,0,0
584,"/딴생각 보조명령어
딴생각을 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/딴생각,,/ponder,,0,293,2,1,2,0,0
585,"/왼윙크 보조명령어
왼눈으로 윙크를 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/왼윙크,,/leftwink,,0,293,2,1,2,0,0
586,"/겟판타지 보조명령어
겟 판타지 춤을 춥니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/겟판타지,,/getfantasy,,0,293,2,1,2,0,0
587,"/포포토스텝 보조명령어
포포토 스텝을 밟습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/포포토스텝,,/popotostep,,0,293,2,1,2,0,0
588,"/콧노래 보조명령어
콧노래를 흥얼거립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/콧노래,,/hum,,0,293,2,1,2,0,0
589,"/확인 보조명령어
확인합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/확인,,/confirm,,0,293,2,1,2,0,0
590,"/계략 보조명령어
계략을 이야기합니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/계략,,/scheme,,0,293,2,1,2,0,0
591,"/꾹참기 보조명령어
꾹 참는 표정을 짓습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/꾹참기,,/endure,,0,293,2,1,2,0,0
592,"/석판 보조명령어
석판을 만지작거립니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/석판,,/tomestone,,0,293,2,1,2,0,0
593,"/힐토스텝 보조명령어
힐토 스텝을 밟습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/힐토스텝,,/heeltoe,,0,293,2,1,2,0,0
594,"/구부두 보조명령어
구부두 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/구부두,,/goobbuedo,,0,293,2,1,2,0,0
595,"/사례금 보조명령어
사례금을 뿌립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/사례금,,/gratuity,,0,293,2,1,2,0,0
596,"/힘찬자축 보조명령어
힘차게 자축합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/힘찬자축,,/fistpump,,0,293,2,1,2,0,0
597,"/꾸짖기 보조명령어
꾸짖습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/꾸짖기,,/reprimand,,0,293,2,1,2,0,0
598,"/사보텐더 보조명령어
사보텐더 포즈를 취합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/사보텐더,,/sabotender,,0,293,2,1,2,0,0
599,"/사건해결사맘보(/맘보) 보조명령어
사건해결사 맘보를 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/사건해결사맘보,/맘보,/mandervillemambo,/mmambo,0,293,2,1,2,0,0
600,"/라리호 보조명령어
""라리호!""하고 인사합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/라리호,,/laliho,,0,293,2,1,2,0,0
601,"/오메가엠(/오메가M) 보조명령어
오메가 M 자세를 취합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/오메가엠,/오메가M,/simulationm,,0,293,2,1,2,0,0
602,"/오메가에프(/오메가F) 보조명령어
오메가 F 자세를 취합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/오메가에프,/오메가F,/simulationf,,0,293,2,1,2,0,0
603,"/건배 보조명령어
건배합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/건배,,/toast,,0,293,2,1,2,0,0
604,"/기대기
기댑니다.
>※ 이 감정 표현은 동작만 실행하며 로그에는 표시되지 않습니다",/기대기,,/lean,,0,293,2,1,2,0,0
605,"/두통 보조명령어
두통 때문에 괴로워합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/두통,,/headache,,0,293,2,1,2,0,0
606,"/핑거스냅 보조명령어
손가락을 튕깁니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/핑거스냅,,/snap,,0,293,2,1,2,0,0
607,"/빵먹기(/빵) 보조명령어
빵을 먹습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/빵먹기,/빵,/breakfast,/bread,0,293,2,1,2,0,0
608,"/책읽기(/책) 보조명령어
책을 읽습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/책읽기,/책,/read,,0,293,2,1,2,0,0
609,"/강력주장(/주장) 보조명령어
자기 의견을 강력하게 주장합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/강력주장,/주장,/insist,,0,293,2,1,2,0,0
610,"/의문(/흠) 보조명령어
의문을 품습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/의문,/흠,/consider,/hmm,0,293,2,1,2,0,0
611,"/영치기영차 보조명령어
영치기영차를 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/영치기영차,,/wasshoi,,0,293,2,1,2,0,0
612,"/꽃비 보조명령어
꽃비를 뿌립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/꽃비,,/flowershower,/petals,0,293,2,1,2,0,0
613,"/불꽃춤 보조명령어
불꽃춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/불꽃춤,,/flamedance,,0,293,2,1,2,0,0
614,"/하이파이브 보조명령어
하이파이브를 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/하이파이브,,/highfive,/hifive,0,293,2,1,2,0,0
615,"/경비 보조명령어
경비를 섭니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/경비,,/guard,,0,293,2,1,2,0,0
616,"/저주 보조명령어
저주합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/저주,,/malevolence,,0,293,2,1,2,0,0
617,"/꿀벌스텝 보조명령어
꿀벌 스텝을 밟습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/꿀벌스텝,,/beesknees,,0,293,2,1,2,0,0
618,"/라리홉 보조명령어
라리홉 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/라리홉,,/lalihop,,0,293,2,1,2,0,0
621,"/주먹밥먹기(/주먹밥) 보조명령어
주먹밥을 먹습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/주먹밥먹기,/주먹밥,/eatriceball,/riceball,0,293,2,1,2,0,0
622,"/사과먹기(/사과) 보조명령어
사과를 먹습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/사과먹기,/사과,/eatapple,/apple,0,293,2,1,2,0,0
623,"/아첨 보조명령어
손을 비비며 아첨합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/아첨,,/wringhands,,0,293,2,1,2,0,0
624,"/빗자루(/청소) 보조명령어
빗자루질을 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/빗자루,/청소,/sweep,/broom,0,293,2,1,2,0,0
625,"/검은붓 보조명령어
발밑을 검게 칠합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/검은붓,,/paintblack,,0,293,2,1,2,0,0
626,"/빨간붓 보조명령어
발밑을 빨갛게 칠합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/빨간붓,,/paintred,,0,293,2,1,2,0,0
627,"/노란붓 보조명령어
발밑을 노랗게 칠합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/노란붓,,/paintyellow,,0,293,2,1,2,0,0
628,"/파란붓 보조명령어
발밑을 파랗게 칠합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/파란붓,,/paintblue,,0,293,2,1,2,0,0
629,"/꾸며낸웃음 보조명령어
꾸며낸 웃음을 지어 보입니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/꾸며낸웃음,,/fakesmile,,0,293,2,1,2,0,0
630,"/무언극 보조명령어
무언극을 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/무언극,,/pantomime,/mime,0,293,2,1,2,0,0
631,"/짜증 보조명령어
짜증을 냅니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/짜증,,/vexed,,0,293,2,1,2,0,0
632,"/조용(/쉿) 보조명령어
조용히 해달라고 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/조용,/쉿,/shush,/shh,0,293,2,1,2,0,0
633,"/피자먹기(/피자) 보조명령어
피자를 먹습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/피자먹기,/피자,/eatpizza,/pizza,0,293,2,1,2,0,0
634,"/고뇌 보조명령어
머리를 부여잡고 고뇌합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/고뇌,,/clutchhead,,0,293,2,1,2,0,0
635,"/초코먹기(/초코) 보조명령어
발렌티온 초콜릿을 먹습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/초코먹기,/초코,/eatchocolate,/choco,0,293,2,1,2,0,0
636,"/달걀먹기(/달걀) 보조명령어
삶은 달걀을 먹습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/달걀먹기,/달걀,/eategg,/egg,0,293,2,1,2,0,0
637,"/행복감 보조명령어
행복한 표정을 짓습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/행복감,,/content,,0,293,2,1,2,0,0
638,"/무기넣기 보조명령어
무기를 집어넣습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/무기넣기,,/sheathe,,0,293,2,1,2,0,0
639,"/무기꺼내기 보조명령어
무기를 꺼냅니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/무기꺼내기,,/draw,,0,293,2,1,2,0,0
640,"/홍차마시기(/홍차) 보조명령어
홍차를 마십니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/홍차마시기,/홍차,/tea,,0,293,2,1,2,0,0
641,"/의욕 보조명령어
의욕을 보입니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/의욕,,/determined,,0,293,2,1,2,0,0
642,"/오른쪽봐(/짜잔오) 보조명령어
자신의 오른쪽에 있는 것을 보여줍니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/오른쪽봐,/짜잔오,/showright,,0,293,2,1,2,0,0
643,"/왼쪽봐(/짜잔왼) 보조명령어
자신의 왼쪽에 있는 것을 보여줍니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/왼쪽봐,/짜잔왼,/showleft,,0,293,2,1,2,0,0
644,,,,,,0,0,0,0,0,0,0
645,,,,,,0,0,0,0,0,0,0
646,"/조롱(/파가가) 보조명령어
조롱하는 몸짓을 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/조롱,/파가가,/deride,/pagaga,0,293,2,1,2,0,0
647,"/초롱초롱 보조명령어
눈을 초롱초롱 빛냅니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/초롱초롱,,/wow,,0,293,2,1,2,0,0
648,"/호박쿠키먹기(/쿠키) 보조명령어
호박 쿠키를 먹습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/호박쿠키먹기,/쿠키,/eatpumpkincookie,/cookie,0,293,2,1,2,0,0
649,"/관전 보조명령어
응원을 보내며 관전합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/관전,,/spirit,,0,293,2,1,2,0,0
650,"/마술 보조명령어
마술을 부립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/마술,,/magictrick,,0,293,2,1,2,0,0
651,"/공주님춤(/공주춤) 보조명령어
공주님 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/공주님춤,/공주춤,/littleladiesdance,/ladance,0,293,2,1,2,0,0
652,"/링크펄 보조명령어
링크펄 통신을 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/링크펄,,/linkpearl,,0,293,2,1,2,0,0
653,"/귀쫑긋(/토끼귀) 보조명령어
귀를 쫑긋거립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/귀쫑긋,/토끼귀,/earwiggle,,0,293,2,1,2,0,0
654,,,,,,0,0,0,0,0,0,0
655,,,,,,0,0,0,0,0,0,0
656,,,,,,0,0,0,0,0,0,0
657,"/놀래기 보조명령어
놀라게 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/놀래기,,/frighten,,0,293,2,1,2,0,0
658,"/빛전강림(/강림) 보조명령어
용감하게 강림합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/빛전강림,/강림,/adventoflight,/advent,0,293,2,1,2,0,0
659,"/행복점프1(/점프1) 보조명령어
귀엽게 점프합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/행복점프1,/점프1,/jumpforjoy1,/jj1,0,293,2,1,2,0,0
660,"/행복점프2(/점프2) 보조명령어
기쁜 듯이 점프합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/행복점프2,/점프2,/jumpforjoy2,/jj2,0,293,2,1,2,0,0
661,"/행복점프3(/점프3) 보조명령어
힘차게 점프합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/행복점프3,/점프3,/jumpforjoy3,/jj3,0,293,2,1,2,0,0
662,"/행복점프4(/점프4) 보조명령어
팔다리를 쭉 뻗으며 점프합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/행복점프4,/점프4,/jumpforjoy4,/jj4,0,293,2,1,2,0,0
663,"/행복점프5(/점프5) 보조명령어
사보텐더처럼 점프합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/행복점프5,/점프5,/jumpforjoy5,/jj5,0,293,2,1,2,0,0
664,"/가슴에손 보조명령어
가슴에 손을 얹습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/가슴에손,,/handtoheart,,0,293,2,1,2,0,0
