#,Icon,PlaceNameSubtext,DataKey,X,Y,SubtextOrientation,MapMarkerRegion,Type,DataType,Unknown0,Unknown1
477.42,60447,0,0,400,1326,3,0,0,0,255,154
477.43,60446,0,0,411,1329,3,0,0,0,255,154
477.44,60311,0,0,327,1296,3,0,0,0,255,0
477.45,60434,0,0,260,1317,3,0,0,0,255,0
477.46,60412,0,0,260,1323,3,0,0,0,255,0
477.47,60434,0,0,997,1632,3,0,0,0,255,0
477.48,60581,0,0,1012,1017,3,0,0,0,255,0
477.49,60311,0,0,994,1041,3,0,0,0,255,0
477.50,60434,0,0,1057,953,3,0,0,0,255,0
477.51,60412,0,0,1051,947,3,0,0,0,255,0
477.52,60467,3712,699,689,1336,3,0,0,1,27,126
477.53,60927,0,0,970,955,2,0,0,0,255,186
477.54,60935,0,0,966,964,2,0,0,0,255,186
477.55,60412,0,0,965,974,2,0,0,0,255,186
478.0,60414,3736,0,387,360,4,0,0,0,255,119
478.1,60414,4015,0,1221,1788,3,0,0,0,255,121
478.2,0,3879,0,950,1450,4,0,1,0,255,0
478.3,60453,3880,169,1220,1652,4,0,0,3,255,0
478.4,60442,3881,0,1364,1821,4,0,0,0,255,0
478.5,60442,3882,0,965,1865,4,0,0,0,255,0
478.6,60442,3884,0,775,1550,4,0,0,0,255,0
478.7,0,3885,0,650,750,4,0,1,0,255,0
478.8,60453,3886,170,498,1060,4,0,0,3,255,0
478.9,60442,3887,0,1065,900,4,0,0,0,255,0
478.10,60442,3888,0,640,500,4,0,0,0,255,0
478.11,60442,3889,0,950,325,4,0,0,0,255,0
478.12,0,3892,0,1350,920,4,0,1,0,255,0
478.13,60442,3893,0,1570,375,4,0,0,0,255,0
478.14,60453,3894,171,1428,777,4,0,0,3,255,0
478.15,60442,3895,0,1140,675,4,0,0,0,255,0
478.16,60442,3896,0,1013,702,4,0,0,0,255,0
478.17,0,3897,0,1450,980,3,0,0,0,255,0
478.18,60442,3898,0,1170,1180,4,0,0,0,255,0
478.19,60442,3899,0,1630,1280,4,0,0,0,255,0
478.20,60442,3900,0,1775,780,4,0,0,0,255,0
478.21,0,3901,0,1470,1550,4,0,1,0,255,0
478.22,0,0,0,0,0,0,0,0,0,0,0
478.23,0,0,0,0,0,0,0,0,0,0,0
478.24,60412,0,0,1190,1659,4,0,0,0,255,0
478.25,60434,0,0,1189,1648,4,0,0,0,255,0
478.26,60581,0,0,1200,1707,4,0,0,0,255,0
478.27,60311,0,0,1156,1629,4,0,0,0,255,0
478.28,60311,0,0,554,1056,4,0,0,0,255,149
478.29,60412,0,0,463,1113,4,0,0,0,255,149
478.30,60434,0,0,515,1109,4,0,0,0,255,149
478.31,60311,0,0,1456,814,4,0,0,0,255,150
478.32,60412,0,0,1420,809,4,0,0,0,255,150
478.33,60434,0,0,1456,786,4,0,0,0,255,150
478.34,60441,3707,694,1598,344,2,0,0,1,0,0
478.35,60551,0,0,1249,1656,4,0,0,0,255,0
478.36,60442,4027,0,420,1830,4,0,0,0,255,0
478.37,60414,4154,0,754,1634,3,0,0,0,255,159
478.38,0,0,0,0,0,0,0,0,0,0,0
478.39,60935,0,0,973,1373,4,0,0,0,255,156
478.40,60434,0,0,938,1324,4,0,0,0,255,156
478.41,60442,4030,0,944,1358,3,0,0,0,255,0
478.42,0,0,0,0,0,0,0,0,0,255,0
478.43,0,0,0,0,0,0,0,0,0,255,0
478.44,0,0,0,0,0,0,0,0,0,255,0
478.45,0,0,0,0,0,0,0,0,0,255,0
478.46,0,0,0,0,0,0,0,0,0,255,0
478.47,0,0,0,0,0,0,0,0,0,255,0
478.48,0,0,0,0,0,0,0,0,0,0,0
478.49,0,0,0,0,0,0,0,0,0,0,0
478.50,63973,0,2577,1185,1803,4,0,0,4,255,184
479.0,60414,4118,0,498,344,1,0,0,0,255,120
479.1,60446,0,0,540,351,4,0,0,0,255,120
479.2,60447,0,0,536,342,3,0,0,0,255,120
479.3,60441,4024,747,536,332,4,0,0,1,255,220
479.4,0,3902,0,950,1300,4,0,1,0,255,0
479.5,60453,3903,172,616,1504,4,0,0,3,255,0
479.6,60442,3904,0,770,1225,4,0,0,0,255,0
479.7,60442,3905,0,1100,1425,3,0,0,0,255,0
479.8,60442,3906,0,1610,1200,4,0,0,0,255,0
479.9,0,3907,0,1350,1500,4,0,1,0,255,0
479.10,60442,3908,0,1160,1670,4,0,0,0,255,0
479.11,60442,3909,0,1437,1600,3,0,0,0,255,0
479.12,0,3910,0,1100,1050,4,0,1,0,255,0
479.13,60442,3911,0,500,375,1,0,0,0,255,0
479.14,60442,3912,0,570,680,4,0,0,0,255,0
479.15,60442,3913,0,1105,1140,4,0,0,0,255,0
479.16,60442,3914,0,1350,1100,3,0,0,0,255,0
479.17,60453,3915,173,1542,845,4,0,0,3,255,0
479.18,0,3916,0,1645,450,4,0,0,0,255,0
479.19,0,3917,0,1100,450,4,0,1,0,255,0
479.20,60442,3918,0,800,380,4,0,0,0,255,0
479.21,60442,3919,0,1110,580,3,0,0,0,255,0
479.22,60442,3920,0,1433,450,4,0,0,0,255,0
479.23,0,3921,0,820,1000,4,0,0,0,255,0
479.24,0,3922,0,1400,260,4,0,0,0,255,0
479.25,60441,2408,369,525,1661,3,0,0,1,62,0
479.26,0,0,0,0,0,0,0,0,0,0,0
479.27,0,0,0,0,0,0,0,0,0,0,0
479.28,60551,0,0,598,1481,4,0,0,0,255,0
479.29,60412,0,0,594,1475,4,0,0,0,255,0
479.30,60434,0,0,594,1470,4,0,0,0,255,0
479.31,60311,0,0,690,1498,4,0,0,0,255,151
479.32,60311,0,0,1533,610,4,0,0,0,255,151
479.33,60412,0,0,1516,822,4,0,0,0,255,0
479.34,60434,0,0,1516,831,4,0,0,0,255,0
479.35,60352,0,0,529,1654,4,0,0,0,255,0
479.36,60414,4270,0,1490,1743,3,0,0,0,255,171
479.37,0,0,0,0,0,0,0,0,0,0,0
479.38,60467,4381,841,655,400,4,0,0,1,255,183
479.39,0,0,0,0,0,0,0,0,0,0,0
479.40,0,0,0,0,0,0,0,0,0,0,0
480.0,60441,4024,747,360,1752,4,0,0,1,255,0
480.1,60467,0,0,1227,1431,4,0,0,0,255,132
480.2,60467,0,0,1019,810,4,0,0,0,255,132
480.3,0,3949,0,300,1550,4,0,1,0,255,0
480.4,60453,3949,174,457,1674,3,0,0,3,255,0
480.5,60442,3950,0,600,1600,4,0,0,0,255,0
480.6,0,3951,0,1050,1700,4,0,1,0,255,0
480.7,60442,3952,0,835,1420,3,0,0,0,255,0
480.8,60442,3953,0,1055,1534,3,0,0,0,255,0
480.9,60442,3954,0,1208,1440,3,0,0,0,255,0
480.10,60442,3955,0,1500,1550,2,0,0,0,255,0
480.11,60442,3956,0,1025,1325,4,0,0,0,255,0
480.12,60442,3957,0,1025,1440,4,0,0,0,255,0
480.13,0,3958,0,850,1000,4,0,1,0,255,0
480.14,60442,3959,0,840,1205,4,0,0,0,255,0
480.15,60442,3960,0,1085,1119,4,0,0,0,255,0
480.16,60442,3961,0,1230,1255,4,0,0,0,255,0
480.17,60442,3962,0,520,1050,4,0,0,0,255,0
480.18,60442,3963,0,1250,960,4,0,0,0,255,0
480.19,0,3964,0,1600,1320,3,0,1,0,255,0
480.20,60442,3965,0,1650,1200,2,0,0,0,255,0
480.21,0,3966,0,950,620,4,0,1,0,255,0
480.22,60453,3966,175,1023,511,4,0,0,3,255,0
480.23,0,3967,0,1027,350,4,0,0,0,255,0
480.24,0,3968,0,430,480,4,0,1,0,255,0
480.25,0,3969,0,1670,480,4,0,1,0,255,0
480.26,60414,3770,0,538,1090,3,0,0,0,255,137
480.27,60446,0,0,997,443,0,0,0,0,255,139
480.28,60447,0,0,1023,340,0,0,0,0,255,139
480.29,0,0,0,0,0,0,0,0,0,0,0
480.30,0,0,0,0,0,0,0,0,0,0,0
480.31,60434,0,0,597,1585,4,0,0,0,255,127
480.32,60412,0,0,1004,561,4,0,0,0,255,132
480.33,60434,0,0,1004,568,4,0,0,0,255,132
480.34,0,0,0,0,0,0,0,0,0,0,0
480.35,60935,0,0,820,739,4,0,0,0,255,172
480.36,60434,0,0,845,716,4,0,0,0,255,172
480.37,60447,0,0,853,724,0,0,0,0,255,172
480.38,60446,0,0,997,581,0,0,0,0,255,172
480.39,60442,4290,0,838,757,3,0,0,0,255,0
480.40,63895,0,0,1049,612,2,0,0,0,255,242
481.0,0,3970,0,350,1450,4,0,1,0,255,0
481.1,60442,3971,0,700,1650,4,0,0,0,255,0
481.2,60442,3972,0,1025,1550,4,0,0,0,255,0
481.3,60453,3973,179,480,1290,4,0,0,3,255,0
481.4,60442,3974,0,550,1000,4,0,0,0,255,0
481.5,0,3975,0,1100,550,4,0,1,0,255,0
481.6,60442,3976,0,675,510,4,0,0,0,255,0
481.7,60442,3977,0,790,725,4,0,0,0,255,0
481.8,60453,3978,180,1085,365,4,0,0,3,255,0
481.9,60442,3979,0,1225,365,4,0,0,0,255,0
481.10,60442,3980,0,1462,706,4,0,0,0,255,0
481.11,0,3981,0,1700,1550,4,0,1,0,255,0
481.12,60442,3982,0,1536,1165,4,0,0,0,255,0
481.13,60442,3984,0,1659,1270,3,0,0,0,255,0
481.14,60442,3985,0,1830,1220,4,0,0,0,255,0
481.15,60442,3986,0,1625,1480,4,0,0,0,255,0
481.16,60442,3987,0,1713,1250,4,0,0,0,255,0
481.17,0,3988,0,1080,1150,4,0,1,0,255,0
481.18,60442,3989,0,1150,1300,4,0,0,0,255,0
481.19,60442,3990,0,1025,1025,3,0,0,0,255,0
481.20,60414,3783,0,1693,1396,4,0,0,0,255,138
481.21,0,0,0,0,0,0,0,0,0,0,0
481.22,60442,4026,0,1675,1025,4,0,0,0,255,0
481.23,0,0,0,0,0,0,0,0,0,0,0
481.24,0,0,0,0,0,0,0,0,0,0,0
481.25,0,0,0,0,0,0,0,0,0,0,0
481.26,60434,0,0,659,1641,3,0,0,0,255,0
481.27,60467,3708,695,649,1639,3,0,0,1,52,0
481.28,60434,0,0,1491,1351,3,0,0,0,255,0
481.29,60442,4029,0,1489,1429,3,0,0,0,255,0
481.30,60414,4100,0,1020,1012,4,0,0,0,255,124
481.31,60467,0,0,414,816,4,0,0,0,255,133
481.32,60467,0,0,554,762,4,0,0,0,255,133
481.33,60467,0,0,1471,706,4,0,0,0,255,134
481.34,60467,0,0,1545,1165,4,0,0,0,255,134
481.35,60467,0,0,1668,1270,4,0,0,0,255,135
481.36,60467,0,0,1722,1250,4,0,0,0,255,135
481.37,60467,0,0,1516,1389,4,0,0,0,255,136
481.38,60467,0,0,1498,1429,4,0,0,0,255,136
481.39,60453,3983,181,1515,1355,4,0,0,3,255,0
481.40,60442,4048,0,1221,1262,4,0,0,0,255,226
481.41,60442,4041,0,1341,1173,4,0,0,0,255,0
481.42,60467,0,0,1325,1189,4,0,0,0,255,224
481.43,60467,0,0,1268,1285,4,0,0,0,255,224
481.44,60467,0,0,1359,1181,4,0,0,0,255,224
481.45,60467,0,0,1483,1333,4,0,0,0,255,224
481.46,60467,0,0,1328,1168,4,0,0,0,255,224
481.47,60935,0,0,1336,1187,4,0,0,0,255,162
481.48,60434,0,0,1350,1171,4,0,0,0,255,162
481.49,0,0,0,0,0,0,0,0,0,255,0
481.50,0,0,0,0,0,0,0,0,0,255,0
481.51,0,0,0,0,0,0,0,0,0,255,0
481.52,0,0,0,0,0,0,0,0,0,255,0
481.53,0,0,0,0,0,0,0,0,0,255,0
481.54,0,0,0,0,0,0,0,0,0,255,0
481.55,0,0,0,0,0,0,0,0,0,255,0
482.0,0,3925,0,900,1350,4,0,1,0,255,0
482.1,60442,3926,0,1300,1840,4,0,0,0,255,0
482.2,60442,3927,0,1240,1649,4,0,0,0,255,0
482.3,60453,3928,176,1182,1150,4,0,0,3,255,0
482.4,60453,3929,177,390,1566,4,0,0,3,255,0
482.5,60442,3930,0,783,1730,4,0,0,0,255,0
482.6,60442,3931,0,1630,1070,3,0,0,0,255,0
482.7,60442,3932,0,1650,1400,3,0,0,0,255,0
482.8,60442,3933,0,828,1010,4,0,0,0,255,0
482.9,0,3934,0,460,960,4,0,1,0,255,0
482.10,60442,3935,0,682,1055,4,0,0,0,255,0
482.11,60442,3936,0,350,660,4,0,0,0,255,0
482.12,60442,3937,0,166,895,3,0,0,0,255,0
482.13,60453,3938,178,493,802,4,0,0,3,255,0
482.14,60442,3939,0,541,657,4,0,0,0,255,0
482.15,0,3940,0,635,850,3,0,0,0,255,0
482.16,0,3941,0,500,400,4,0,1,0,255,0
482.17,60442,3942,0,677,477,4,0,0,0,255,0
482.18,60442,3943,0,600,240,4,0,0,0,255,0
482.19,60442,3944,0,813,370,4,0,0,0,255,0
482.20,0,3945,0,1400,550,4,0,1,0,255,0
482.21,60442,3946,0,1200,450,4,0,0,0,255,0
482.22,60442,3947,0,1625,700,4,0,0,0,255,0
482.23,60442,3948,0,953,399,4,0,0,0,255,0
482.24,60467,3769,748,1833,780,3,0,0,1,255,140
482.25,0,0,0,0,0,0,0,0,0,255,0
482.26,0,0,0,0,0,0,0,0,0,0,0
482.27,0,0,0,0,0,0,0,0,0,0,0
482.28,0,0,0,0,0,0,0,0,0,0,0
482.29,0,0,0,0,0,0,0,0,0,0,0
482.30,0,0,0,0,0,0,0,0,0,0,0
482.31,60412,0,0,1164,1188,4,0,0,0,255,0
482.32,60434,0,0,1170,1188,4,0,0,0,255,0
482.33,60412,0,0,429,1567,4,0,0,0,255,0
482.34,60434,0,0,428,1573,4,0,0,0,255,0
482.35,60412,0,0,453,789,4,0,0,0,255,0
482.36,60434,0,0,459,789,4,0,0,0,255,0
482.37,60446,0,0,186,962,4,0,0,0,255,152
482.38,60447,0,0,169,950,4,0,0,0,255,152
482.39,60446,0,0,176,846,4,0,0,0,255,221
482.40,60447,0,0,186,818,4,0,0,0,255,221
482.41,60441,3223,547,1305,1857,2,0,0,1,255,0
482.42,60467,0,0,837,1010,3,0,0,0,255,129
482.43,60467,0,0,691,1055,3,0,0,0,255,129
482.44,60467,0,0,550,657,3,0,0,0,255,130
482.45,60467,0,0,686,477,3,0,0,0,255,130
482.46,60467,0,0,822,370,3,0,0,0,255,131
482.47,60467,0,0,962,399,3,0,0,0,255,131
482.48,60414,3759,0,612,259,3,0,0,0,255,122
482.49,0,0,0,0,0,0,0,0,0,0,0
482.50,0,0,0,0,0,0,0,0,0,0,0
482.51,0,0,0,0,0,0,0,0,0,0,0
482.52,0,0,0,0,0,0,0,0,0,0,0
482.53,0,0,0,0,0,0,0,0,0,0,0
482.54,0,0,0,0,0,0,0,0,0,0,0
482.55,0,0,0,0,0,0,0,0,0,0,0
483.0,60442,3699,0,959,1021,4,0,0,0,255,0
483.1,0,0,0,0,0,0,0,0,0,255,0
483.2,0,0,0,0,0,0,0,0,0,255,0
484.0,60442,3697,0,1038,844,4,0,0,0,255,0
484.1,60442,3698,0,928,1109,4,0,0,0,255,0
484.2,0,0,0,0,0,0,0,0,0,255,0
485.0,63391,3706,693,1300,850,5,58,0,1,255,0
485.1,63392,3708,695,820,1310,5,59,0,1,255,0
485.2,0,0,0,0,0,0,0,0,0,255,0
485.3,0,0,0,0,0,0,0,0,0,255,0
486.0,63396,3707,694,1683,1113,5,60,0,1,255,0
486.1,63397,3709,696,1350,1600,5,61,0,1,255,0
486.2,63398,3710,697,548,659,5,62,0,1,255,0
486.3,0,0,0,0,0,0,0,0,0,255,0
487.0,63386,3711,698,650,1400,5,63,0,1,255,153
487.1,63387,3712,699,1400,650,5,64,0,1,255,126
487.2,0,0,0,0,0,0,0,0,0,255,0
487.3,0,0,0,0,0,0,0,0,0,255,0
488.0,63411,3713,700,1024,1024,5,65,0,1,255,125
488.1,0,0,0,0,0,0,0,0,0,255,0
488.2,0,0,0,0,0,0,0,0,0,255,0
488.3,0,0,0,0,0,0,0,0,0,255,0
489.0,60425,0,0,1012,1057,4,0,0,0,255,0
490.0,60441,3710,697,1024,1076,3,0,0,1,3,0
490.1,60441,3711,698,1024,1024,4,0,0,1,0,153
491.0,60441,3713,700,1023,1093,3,0,0,1,29,0
491.1,0,0,0,0,0,0,0,0,0,0,0
491.2,0,0,0,0,0,0,0,0,0,0,0
491.3,0,0,0,0,0,0,0,0,0,0,0
491.4,0,0,0,0,0,0,0,0,0,0,0
491.5,60441,4250,809,1023,854,4,0,0,1,255,160
491.6,0,0,0,0,0,0,0,0,0,0,0
491.7,0,0,0,0,0,0,0,0,0,0,0
491.8,0,0,0,0,0,0,0,0,0,0,0
491.9,0,0,0,0,0,0,0,0,0,0,0
491.10,0,0,0,0,0,0,0,0,0,255,0
491.11,0,0,0,0,0,0,0,0,0,0,0
492.0,0,4127,0,1025,1225,2,0,1,0,255,0
493.0,0,4128,0,800,1000,2,0,1,0,255,0
493.1,60442,4124,0,1025,905,2,0,0,0,255,0
493.2,60446,4121,725,1025,750,4,0,0,1,255,0
494.0,0,4129,0,1022,1025,2,0,1,0,255,0
495.0,0,4130,0,1000,1350,2,0,1,0,255,0
495.1,60442,4125,0,1005,1137,2,0,0,0,255,0
495.2,0,4131,0,1000,930,2,0,1,0,255,0
495.3,60446,4123,727,865,870,4,0,0,1,255,0
496.0,0,4132,0,1020,1275,2,0,1,0,255,0
496.1,0,4133,0,1150,1000,2,0,1,0,255,0
496.2,60442,4126,0,1025,865,2,0,0,0,255,0
497.0,0,4134,0,1022,1100,2,0,1,0,255,0
498.0,0,4107,0,1400,1300,2,0,1,0,255,0
498.1,0,4108,0,800,1000,2,0,1,0,255,0
498.2,60442,4104,0,938,700,2,0,0,0,255,0
498.3,60447,4102,737,938,612,2,0,0,1,255,0
499.0,0,4109,0,900,1075,2,0,1,0,255,0
499.1,60442,4105,0,895,745,2,0,0,0,255,0
499.2,60447,4103,738,882,587,2,0,0,1,255,0
500.0,0,4110,0,850,1050,2,0,1,0,255,0
500.1,60442,4106,0,865,637,2,0,0,0,255,0
501.0,0,4015,0,1215,1058,4,0,1,0,255,0
501.1,0,4016,0,880,1474,4,0,1,0,255,0
501.2,60442,4012,0,833,1208,4,0,0,0,255,0
501.3,60442,4017,0,847,924,4,0,0,0,255,0
501.4,60442,4018,0,987,513,4,0,0,0,255,0
501.5,60446,4020,740,993,200,4,0,0,1,3,0
501.6,60442,4013,0,995,331,3,0,0,0,255,0
502.0,0,4020,0,807,879,4,0,1,0,255,0
502.1,60442,4019,0,927,1107,2,0,0,0,255,0
502.2,60442,4014,0,1010,555,4,0,0,0,255,0
502.3,60447,4015,739,980,1245,4,0,0,1,5,0
503.0,0,3995,0,1176,1124,4,0,1,0,255,0
503.1,60442,3992,0,1028,975,3,0,0,0,255,0
503.2,60447,3996,720,1028,963,4,0,0,1,255,0
504.0,0,3996,0,1218,1066,4,0,1,0,255,0
504.1,60442,3993,0,1070,743,4,0,0,0,255,0
504.2,0,0,0,0,0,0,0,0,0,255,0
504.3,60447,3997,721,1072,625,4,0,0,1,255,0
505.0,0,3997,0,1200,1054,4,0,1,0,255,0
505.1,60442,3994,0,1083,680,4,0,0,0,255,0
505.2,0,0,0,0,0,0,0,0,0,255,0
505.3,0,0,0,0,0,0,0,0,0,255,0
506.0,60441,41,14,1024,1064,3,0,0,1,57,0
507.0,60441,2300,218,1024,1063,3,0,0,1,255,0
508.0,60441,3706,693,1023,1083,3,0,0,1,1,0
509.0,0,4161,0,1100,950,1,0,1,0,255,0
509.1,60442,4158,0,1300,850,4,0,0,0,255,0
509.2,0,0,0,0,0,0,0,0,0,255,0
509.3,0,0,0,0,0,0,0,0,0,255,0
509.4,0,0,0,0,0,0,0,0,0,255,0
509.5,0,0,0,0,0,0,0,0,0,255,0
510.0,0,4162,0,850,1100,1,0,1,0,255,0
510.1,60442,4159,0,1025,750,4,0,0,0,255,0
510.2,60447,4163,754,1025,630,4,0,0,1,2,0
510.3,0,0,0,0,0,0,0,0,0,255,0
510.4,0,0,0,0,0,0,0,0,0,255,0
510.5,0,0,0,0,0,0,0,0,0,255,0
511.0,0,4163,0,1060,890,4,0,1,0,255,0
511.1,60442,4166,0,930,1000,4,0,0,0,255,0
511.2,60446,4162,753,865,1200,3,0,0,1,2,0
511.3,60442,4160,0,1215,890,4,0,0,0,255,0
511.4,0,0,0,0,0,0,0,0,0,255,0
511.5,0,0,0,0,0,0,0,0,0,255,0
512.0,0,4171,0,1264,1688,1,0,1,0,255,0
512.1,60442,4173,0,864,1324,3,0,0,0,255,0
512.2,60442,4174,0,1012,956,3,0,0,0,255,0
512.3,60442,4175,0,827,459,3,0,0,0,255,0
513.0,0,4172,0,1180,1550,1,0,1,0,255,0
513.1,60442,4176,0,1170,1111,3,0,0,0,255,0
513.2,60442,4177,0,1024,824,3,0,0,0,255,0
513.3,60441,4170,757,1024,518,4,0,0,1,255,0
514.0,60442,4178,0,1024,1024,3,0,0,0,255,0
514.1,0,0,0,0,0,0,0,0,0,255,0
514.2,0,0,0,0,0,0,0,0,0,255,0
514.3,0,0,0,0,0,0,0,0,0,255,0
515.0,60467,67,25,1087,777,4,0,0,1,54,0
515.1,60428,4167,0,1249,1069,3,0,0,0,255,158
515.2,0,0,0,0,0,0,0,0,0,0,0
515.3,60428,4258,0,676,1345,3,0,0,0,255,174
515.4,0,0,0,0,0,0,0,0,0,0,0
515.5,60428,4443,0,1179,1489,3,0,0,0,255,185
515.6,0,0,0,0,0,0,0,0,0,0,0
515.7,0,0,0,0,0,0,0,0,0,0,0
516.0,60442,428,0,823,955,2,0,0,0,255,0
516.1,0,429,0,1245,888,2,0,0,0,255,0
516.2,0,430,0,701,980,2,0,0,0,255,0
516.3,60442,431,0,1000,1440,2,0,0,0,255,0
516.4,0,432,0,905,1349,2,0,0,0,255,0
516.5,60442,433,0,1009,1068,3,0,0,0,255,0
516.6,60442,434,0,1053,933,2,0,0,0,255,0
516.7,0,0,0,0,0,0,0,0,0,255,0
517.0,60442,447,0,1167,1023,1,0,0,0,255,0
517.1,60447,442,99,1415,1013,4,0,0,1,0,0
517.2,0,0,0,0,0,0,0,0,0,255,0
517.3,0,0,0,0,0,0,0,0,0,255,0
518.0,60446,441,56,1412,1033,3,0,0,1,1,0
518.1,0,448,0,1407,946,1,0,0,0,255,0
518.2,60447,444,101,1360,960,3,0,0,1,4,0
518.3,0,0,0,0,0,0,0,0,0,255,0
519.0,0,449,0,1335,880,1,0,0,0,255,0
519.1,60447,444,101,1310,835,4,0,0,1,5,0
519.2,60447,444,101,1330,947,4,0,0,1,0,0
519.3,0,0,0,0,0,0,0,0,0,255,0
520.0,60446,443,100,1375,1026,3,0,0,1,2,0
520.1,0,450,0,1232,1108,1,0,0,0,255,0
520.2,60442,451,0,1414,1026,4,0,0,0,255,0
520.3,60447,446,103,1468,1124,3,0,0,1,1,0
520.4,60446,442,99,1515,1026,3,0,0,1,2,0
520.5,60446,443,100,1300,850,3,0,0,1,1,0
521.0,60442,456,0,1156,1025,2,0,0,0,255,0
521.1,60446,444,101,1160,1040,3,0,0,1,3,0
521.2,60442,454,0,860,1025,4,0,0,0,255,0
521.3,60442,453,0,762,1025,1,0,0,0,255,0
521.4,60442,457,0,181,1025,4,0,0,0,255,0
521.5,0,455,0,1035,999,4,0,0,0,255,0
522.0,60467,0,0,1024,1067,3,0,0,0,255,0
523.0,60442,4184,0,1211,844,3,0,0,0,255,0
523.1,60441,4182,769,1408,845,2,0,0,1,2,0
523.2,0,4188,0,1057,726,4,0,1,0,255,0
523.3,0,0,0,0,0,0,0,0,0,255,0
523.4,0,0,0,0,0,0,0,0,0,255,0
523.5,0,0,0,0,0,0,0,0,0,255,0
524.0,60442,4185,0,1309,596,1,0,0,0,255,0
524.1,60446,4183,770,1309,427,4,0,0,1,1,0
524.2,60441,4181,768,746,1162,1,0,0,1,1,0
524.3,60442,4187,0,1309,448,2,0,0,0,255,0
524.4,0,4189,0,1298,879,1,0,1,0,255,0
524.5,0,0,0,0,0,0,0,0,0,255,0
525.0,60442,4186,0,1010,649,2,0,0,0,255,0
525.1,60447,4182,769,1106,1279,3,0,0,1,1,0
525.2,0,4190,0,1075,929,1,0,1,0,255,0
525.3,0,0,0,0,0,0,0,0,0,255,0
525.4,0,0,0,0,0,0,0,0,0,255,0
525.5,0,0,0,0,0,0,0,0,0,255,0
526.0,60441,0,0,1282,1210,3,0,0,0,255,0
526.1,60467,0,0,1261,1197,3,0,0,0,255,0
527.0,0,4163,0,1060,890,4,0,1,0,255,0
527.1,60442,4166,0,930,1000,4,0,0,0,255,0
527.2,60442,4160,0,1215,890,4,0,0,0,255,0
527.3,60441,3709,696,1214,933,3,0,0,1,37,0
527.4,60414,4180,0,1214,855,2,0,0,0,255,164
527.5,0,0,0,0,0,0,0,0,0,255,0
527.6,0,0,0,0,0,0,0,0,0,255,0
527.7,0,0,0,0,0,0,0,0,0,255,0
527.8,0,0,0,0,0,0,0,0,0,255,0
527.9,0,0,0,0,0,0,0,0,0,255,0
527.10,0,0,0,0,0,0,0,0,0,0,0
527.11,0,0,0,0,0,0,0,0,0,0,0
528.0,60442,4184,0,1211,844,3,0,0,0,255,0
528.1,60441,4182,783,1408,845,2,0,0,1,2,0
528.2,0,4188,0,1057,726,4,0,1,0,255,0
528.3,60441,4160,785,773,925,1,0,0,1,6,0
528.4,60467,4183,0,823,938,3,0,0,0,255,0
528.5,0,0,0,0,0,0,0,0,0,255,0
528.6,0,0,0,0,0,0,0,0,0,0,0
529.0,60442,4185,0,1309,596,1,0,0,0,255,0
529.1,60446,4183,784,1309,427,4,0,0,1,1,0
529.2,60441,4181,782,746,1162,1,0,0,1,1,0
529.3,60442,4187,0,1309,448,2,0,0,0,255,0
529.4,0,4189,0,1298,879,1,0,1,0,255,0
529.5,0,0,0,0,0,0,0,0,0,255,0
529.6,0,0,0,0,0,0,0,0,0,0,0
530.0,60442,4186,0,1010,649,2,0,0,0,255,0
530.1,60447,4182,783,1106,1279,3,0,0,1,1,0
530.2,0,4190,0,1075,929,1,0,1,0,255,0
530.3,60467,4181,0,895,908,1,0,0,0,255,161
530.4,60467,4038,786,1113,1018,2,0,0,1,0,165
530.5,0,0,0,0,0,0,0,0,0,255,0
530.6,0,0,0,0,0,0,0,0,0,0,0
531.0,60467,4183,784,964,674,4,0,0,1,4,0
531.1,0,0,0,0,0,0,0,0,0,0,0
531.2,60442,4046,0,836,1209,3,0,0,0,255,0
531.3,60442,4047,0,963,972,4,0,0,0,255,0
532.0,60441,0,0,1181,1376,3,0,0,0,255,0
532.1,60442,4049,0,1178,1220,4,0,0,0,255,162
532.2,60442,4087,0,1132,904,2,0,0,0,255,168
532.3,60442,4088,0,873,1204,3,0,0,0,255,169
532.4,60442,4089,0,1449,1158,2,0,0,0,255,170
533.0,0,4236,0,1064,1090,3,0,1,0,255,0
533.1,0,4237,0,400,1513,4,0,1,0,255,0
533.2,60442,4238,0,700,560,4,0,0,0,255,0
533.3,60442,4239,0,1370,420,4,0,0,0,255,0
533.4,60442,4240,0,690,840,1,0,0,0,255,0
533.5,60442,4241,0,1045,773,1,0,0,0,255,0
533.6,60442,4242,0,1199,759,4,0,0,0,255,0
533.7,60442,4243,0,1283,915,4,0,0,0,255,0
533.8,60442,4244,0,1450,1150,2,0,0,0,255,0
533.9,60442,4245,0,870,1175,1,0,0,0,255,0
533.10,60442,4246,0,1461,1385,3,0,0,0,255,0
533.11,0,4247,0,850,970,4,0,0,0,255,0
533.12,0,4248,0,1077,1220,4,0,0,0,255,0
533.13,60467,0,0,409,1366,4,0,0,0,255,0
534.0,60441,3708,695,1048,1265,3,0,0,1,0,0
534.1,0,0,0,0,0,0,0,0,0,0,0
534.2,0,0,0,0,0,0,0,0,0,0,0
534.3,0,0,0,0,0,0,0,0,0,0,0
534.4,0,0,0,0,0,0,0,0,0,0,0
534.5,0,0,0,0,0,0,0,0,0,0,0
