#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
2040,,,,0,0,0,0
2041,,,,0,0,0,0
2050,"'정제'할 수 있는 아이템을 손에 넣었습니다.

정제한 아이템은 사라지지만, 대신 희귀한 아이템을 얻을 수 있습니다.
또한, 정제할 아이템의 '소장 가치'가 높으면 아이템을 더 많이 얻을 수 있습니다.

소장 가치가 높은 소장품을 채집하여 정제해 보세요.",,,152241,1,0,0
2060,"'미지의 채집 장소' 중에는 **전승록**을 읽어야만 발견할 수 있는 **전설의 채집 장소**가 있습니다.
'전승록'이란 각 지역의 전승이 기록된 책입니다.
사용하면 그 내용이 채집 수첩의 '특수' 범주에 기록됩니다.",,,152251,1,0,0
2061,"채집수첩에서 아직 읽지 않은 '전승록'을 확인할 수 있습니다.

'전승록'을 손에 넣고 '전설의 채집 장소'에서 귀중한 아이템을 채집해 보세요.",,,152252,1,0,0
2070,,,,0,0,0,0
2071,,,,0,0,0,0
2072,,,,0,0,0,0
2073,,,,0,0,0,0
2080,,,,0,0,0,0
2090,"**보물상자**를 열면 **전리품**을 분배하는 창이 나타납니다.

또한, 다른 파티원이 보물상자를 열면 화면 오른쪽 아래에 **전리품 알림**이 표시됩니다.
이 알림을 선택해도 전리품을 분배하는 창이 나타납니다.",,,152271,1,0,0
2091,"파티가 획득한 전리품은 선입찰, 입찰, 포기 중 하나를 선택하여 전리품 획득 의사를 표현할 수 있습니다.

**선입찰**: 현재 직업으로 장비 가능하며, 꼭 필요함
**입찰**: 현재 직업으로 장비할 수 없지만, 필요함
**포기**: 필요 없음",,,152272,1,0,0
2092,"파티 전원이 **포기**를 선택하면 해당 전리품은 누구에게도 분배되지 않고 폐기되므로 주의하시기 바랍니다.

또한, 아이템 선입찰 및 입찰을 선택한 후에도 **딱 한 번 포기를 선택할 수 있습니다.**",,,152273,1,0,0
2093,"전리품이 길 또는 입찰이 필요 없는 아이템이면 보물상자를 여는 순간 자동으로 분배됩니다.

파티 플레이를 할 때는 너무 욕심부리지 말고 서로 양보하는 것도 중요합니다.

모두가 즐겁게 파티 플레이를 할 수 있도록 배려합시다.",,,152274,1,0,0
2094,"**보물상자**를 열면 **전리품**을 분배하는 창이 나타납니다.

또한, 다른 파티원이 보물상자를 열면 화면 오른쪽 아래에 **전리품 알림**이 표시됩니다.
이 알림을 선택해도 전리품을 분배하는 창이 나타납니다.",,,152271,1,0,0
2100,"미리 구성된 파티로 인스턴스 임무에 참가할 경우 **선입찰 금지**와 **파티장 분배**라는 전리품 규칙을 설정할 수 있습니다.

※ 자신이 파티장일 경우, 임무 찾기 설정에서 설정할 수 있습니다.
**   임무 중에는 설정을 변경할 수 없습니다.**",,,152281,1,0,0
2101,전리품 규칙을 정할 때는 파티원과 의논하여 파티 목적에 맞는 규칙을 설정하시기 바랍니다.,,,152282,1,0,0
2110,"신전기사단 의뢰는 길드 의뢰와 마찬가지로 용병업, 제작업, 채집업이 있습니다.
또한, 길드 의뢰와 달리 수주하거나 재도전할 때 10장의 수주권을 소비하는 의뢰도 있습니다.

수주권을 10장 소비하는 대신, 일반적인 임무를 1회 수행할 때보다 많은 보상을 얻을 수 있습니다.",,,152291,1,0,0
2111,"신전기사단 의뢰에서는 용병업 임무 중에 출현하는 보물상자에서 간혹 **벌레 든 호박석**을 얻을 수 있습니다.

벌레 든 호박석을 많이 모으면 '희귀 호박석 상인'이 가진 아이템과 교환할 수 있습니다.",,,152292,1,0,0
2120,"**소장품**이란 특별한 고객에게 납품하는
특별한 상품입니다.

해당 고객의 요구를 얼마나 충족하는지 나타내는 **소장 가치**가 설정되어 있습니다.",,,152301,1,0,0
2121,"소장품은 같은 종류의 다른 아이템과 겹쳐서 보유할 수 없으며, 상점에 판매할 수도 없습니다.

또한, 사용 가능한 아이템은 소장품이라도 사용할 수 있지만 **제작 재료로는 쓸 수 없습니다.**
이처럼 소장품은 일반 아이템과 성질이 다르므로 주의하시기 바랍니다.",,,152302,1,0,0
2122,"또한 **소장품 전용** 아이템을 제작하면 반드시 소장품으로 완성됩니다.

품질이 높으면 소장 가치도 높아집니다.

되도록 품질을 높여서 소장 가치가 높은 아이템을 납품하세요.",,,152303,1,0,0
2130,,,,0,0,0,0
2131,,,,0,0,0,0
2132,,,,0,0,0,0
2140,'소장품 채집' 기술을 사용하여 '소장품'을 채집할 수 있는 상태가 되었습니다.,,,152321,1,0,0
2141,"'소장품 채집' 상태가 되면 낚은 물고기의 품질을 보존하여 '소장품'으로 획득할 수 있습니다.

'소장품'의 품질은 물고기의 크기가 클수록 높아집니다.
최대한 큰 물고기를 잡을 수 있도록 장비를 준비하세요.",,,152322,1,0,0
2150,,,,0,0,0,0
2160,,,,0,0,0,0
2161,,,,0,0,0,0
2170,"이제 **꼬마 친구 공방전**을 즐기실 수 있습니다!

꼬마 친구 공방전은, 꼬마 친구를 지휘하여 서로의 진영을 공격하거나 방어하는 전략 게임입니다.
게임 기계에 접속하여 다른 모험가와 실력을 겨뤄보세요.
**※ 혼자서 연습하는 모드도 준비되어 있습니다.**",,,152341,1,0,0
2171,"꼬마 친구는 **꼬마 친구 단축바**에서 소환할 수 있습니다.

주 메뉴의 **골드 소서**에서 **꼬마 친구 공방전**을 선택한 후, **꼬마 친구 단축바 편집**을 열어 꼬마 친구를 등록하세요.
**※ 꼬마 친구 단축바에 꼬마 친구를 등록하지 않아도 소환은 가능합니다.**",,,152342,1,0,0
2172,"플레이어의 실력은 **순위 점수(RP)**로 표시됩니다.
RP는 다른 모험가와 대결했을 때의 승패에 따라 변화합니다.
주 메뉴의 **골드 소서**에서 **꼬마 친구 공방전**을 선택하면 현재 RP를 확인할 수 있습니다.
**※ 다른 모험가와 대결할 때는 RP가 비슷한 사람끼리 매칭됩니다.**
**※ RP가 변동하지 않는 대결 모드도 존재합니다.**",,,152343,1,0,0
2173,"꼬마 친구 공방전은 3가지 방법으로 즐길 수 있습니다.
**도전**
   혼자서 즐길 수 있는 게임입니다.
   과제를 달성해나가며 조작법을 익힐 수 있습니다.

**대결**
   모험가끼리 RP가 변동하는 승부 또는 RP 변동이 없는 친선 경기를 할 수 있습니다.",,,152344,1,0,0
2174,"**대회**
   정기적으로 열리는 대회에 참가 신청하면 선택할 수 있습니다.
   대회에서는 다른 모험가와 대결하여 더 많은 **승점**을 획득해야 합니다.

**※ 대회 경기에서는 대회 전용 규칙이 적용됩니다.**",,,152345,1,0,0
2180,"꼬마 친구 공방전에 소환할 수 있는 꼬마 친구는 4가지 **유형**으로 분류됩니다.

유형 간에는 상성이 존재하며, 이에 따라 특정 유형의 꼬마 친구에게 더 큰 피해를 주거나 받을 수 있습니다.",,,152351,1,0,0
2181,"**마물**
   **동물**에게 강하며 **인형**에게 약합니다.

**동물**
   **인형**에게 강하며 **마물**에게 약합니다.",,,152352,1,0,0
2182,"**인형**
   **마물**에게 강하며 **동물**에게 약합니다.

**기계**
   **기계** 유형에는 유리하거나 불리한 상성이 없습니다.",,,152353,1,0,0
2183,"일부 꼬마 친구는 시설에 큰 피해를 줄 수 있는 **파괴 특화** 능력을 가지고 있습니다.

꼬마 친구의 **유형** 및 **파괴 특화** 능력은 **꼬마 친구 단축바 편집**이나 경기 중에 표시되는 **꼬마 친구 공방전 목록**에서 확인 가능합니다.",,,152354,1,0,0
2190,"전투 지역에는 여러 가지 보조 시설이 존재합니다.

**방어막**
   비전석을 보호하는 시설입니다.
   이것이 파괴되면 비전석이 더 큰 피해를 받습니다.",,,152361,1,0,0
2191,"**탐색의 눈**
   게임 화면에 적군 꼬마 친구를 보여주는 시설입니다.
   이것이 파괴되면 미니맵에서 적군 꼬마 친구의 위치를 확인할 수 없으며, 멀리 떨어진 적군 꼬마 친구도 보이지 않게 됩니다.",,,152362,1,0,0
2192,"**소환진**
   꼬마 친구가 소환되는 시설입니다.
   아군 소환진에 꼬마 친구를 이동시키면, 꼬마 친구의 체력이 회복됩니다.
   파괴된 상태에서도 소환은 가능하지만, 해당 소환진에는 꼬마 친구가 출입할 수 없게 됩니다.",,,152363,1,0,0
2193,"   소환진 안에 있는 꼬마 친구는 적군으로부터 공격받지 않습니다.
   소환진 안에 있는 꼬마 친구는 다른 아군 소환진으로 순간 이동시킬 수 있습니다.",,,152364,1,0,0
2194,"각 시설은 **파괴**된 후 일정 시간이 지나면 자동으로 **복구**되어 본래 기능을 회복합니다.

파괴된 시설 가까이에 아군 꼬마 친구를 모으면 **더 빨리 복구됩니다.**

**※ '비전석'은 한 번 파괴되면 복구되지 않습니다.**",,,152365,1,0,0
2200,"일부 퀘스트에는 ****　**레벨 보정**이 적용됩니다.
해당 퀘스트에서는 캐릭터 레벨에 맞춰 전투 난이도가 조정됩니다.

또한, 퀘스트 완료 시에도 캐릭터 레벨에 따른 적정 경험치를 획득합니다.",,,152371,1,0,0
2201,"단, '직업 변경 제한'이라고 표기된 퀘스트는 수락 시점의 직업으로만 진행 및 완료할 수 있습니다.

이러한 퀘스트는 도중에 직업을 변경하면 진행할 수 없게 되므로 주의하시기 바랍니다.",,,152372,1,0,0
2210,"일부 퀘스트에는 **** **직업 고정**이 적용됩니다.
해당 퀘스트는 수락한 직업으로만 진행 및 완료할 수 있습니다.

퀘스트 공략 중에 직업을 변경하면 진행할 수 없게 되므로 주의하시기 바랍니다.",,,152381,1,0,0
2220,"**오케스트리온**은 설치한 공간의 배경음을 변경할 수 있는 설비로, 여관이나 주택 안에서 이용할 수 있습니다.

여관 오케스트리온에서는 악곡을 재생하거나 정지할 수 있습니다.
주택 안에서는 미리 듣기, 재생, 정지 외에도 **재생 목록**을 만들어 최대 8곡까지 악곡을 등록할 수 있습니다.",,,152411,1,0,0
2221,"배경음을 원하는 곡으로 변경하려면 **오케스트리온 악보**가 필요합니다.
오케스트리온 악보는 다양한 방법으로 손에 넣을 수 있습니다.
손에 넣은 악보 아이템을 사용하면 해당 악곡이 '오케스트리온 악보집'에 등록됩니다.

오케스트리온 악보집은 주 메뉴에서 열어볼 수 있습니다.",,,152412,1,0,0
2222,"오케스트리온을 선택하면 아래와 같은 조작을 할 수 있습니다.

·미리 듣기(곡명 선택)
·재생(미리 듣기 중인 곡을 선택)
·정지(재생 중인 곡 선택)

미리 듣기, 재생, 정지는 악곡을 선택한 후 세부 메뉴에서도 실행할 수 있습니다.",,,152413,1,0,0
2223,"주택의 오케스트리온에서는 미리 듣기, 재생, 정지 외에도 **재생 목록 편집**이 가능합니다.

재생 목록에 등록한 곡은 '순차 재생', '무작위 재생' '반복 재생' 방식으로 감상할 수 있습니다.",,,152414,1,0,0
2224,"순차 재생: 등록된 곡을 순서대로 재생
무작위 재생: 등록된 곡을 무작위로 재생
반복 재생: 선택한 곡만 반복 재생

재생 방식은 악곡 세부 메뉴 또는 화면 하단에 있는 버튼을 누르면 변경할 수 있습니다.

또, **곡 선택**을 누르면 재생 목록을 편집하지 않고도 원하는 한 곡만 재생할 수 있습니다.",,,152415,1,0,0
2230,"화분에서만 재배할 수 있는 전용 꽃과 작물이 있습니다.

씨앗을 심고 다음 비료를 주면 비료에 따라 다양한 색의 꽃과 작물로 성장합니다.
붉은색 깻묵 / 푸른색 깻묵 / 노란색 깻묵

재배한 꽃은 '꽃병'에 꽂아 실내를 장식할 수 있습니다.",,,152421,1,0,0
2240,"보물찾기에서 보물상자를 열면 간혹 '전송 마법문양'이 발생합니다.

전송 마법문양을 만지면 파티원과 함께 많은 보물이 잠든 '보물고'에 도전할 수 있습니다.",,,152431,1,0,0
2241,"보물고는 여러 구역으로 이루어져 있으며, 안쪽 구역으로 진입할수록 많은 보물을 손에 넣을 수 있습니다.

안쪽 구역으로 진입하려면 통로로 이어지는 문을 열어야 합니다.",,,152432,1,0,0
2242,"단, 지상으로 강제 전송되는 함정이 설치된 문도 있습니다.

또한 보물고에는 여러 종류가 있으며 **특별한 보물고로 전송되는 마법 문양**이 드물게 출현합니다.

동료와 함께 보물고의 마물을 쓰러뜨리고 숨겨진 보물을 손에 넣으세요!",,,152433,1,0,0
2250,"**수조**는 물고기를 관상용으로 넣을 수 있는 소품입니다.

수조는 크기에 따라 네 종류로 분류되며, 각각 넣을 수 있는 물고기 수가 다릅니다.

'수조 설정' 화면에서는 수조에 넣을 '물', '장식물', '물고기'를 설정할 수 있습니다.",,,152441,1,0,0
2251,"**물**은 **민물** 또는 **바닷물**을 선택할 수 있으며, 이에 따라 넣을 수 있는 물고기가 정해집니다.

**장식물**에서는 수조 내부 장식을 변경할 수 있습니다.",,,152442,1,0,0
2252,"**물고기**는 수조에 넣을 물고기를 설정하는 항목입니다.
물고기는 크기에 따라 4종류로 분류되며, 크기가 클수록 수조 내 공간을 많이 차지합니다.

·소형 물고기: 1칸
·중형 물고기: 2칸
·대형 물고기: 4칸
·특대형 물고기: 7칸",,,152443,1,0,0
2253,"수조에는 용량이 설정되어 있으며, 용량 범위 내에서만 물고기를 넣을 수 있습니다.

·1등급 수조: 1칸
·2등급 수조: 2칸
·3등급 수조: 4칸
·4등급 수조: 7칸

수조에서 사육할 수 있는 물고기는 **사육 어류 목록**에서 확인 가능합니다.",,,152444,1,0,0
2260,"소환사가 불러내는 카벙클과 에기, 학자가 불러내는 요정의 외형을 변경할 수 있게 되었습니다!

이들의 외형을 변경하려면, 전용 명령어를 실행한 다음 소환수를 다시 불러내야 합니다.",,,152451,1,0,0
2261,"명령어는
**/소환수외형 ""소환수 이름"" ""외형 이름""**
입니다.

예를 들어, **/소환수외형 ""카벙클"" ""이프리트 에기""**라고 입력하면, 다음에 불러내는 카벙클이 이프리트 에기의 모습으로 소환됩니다.",,,152452,1,0,0
2262,"이미 불러낸 소환수에는 외형 변경이 적용되지 않으며, 명령어 입력 시 외형 이름을 생략하면 해당 소환수를 원래 모습으로 되돌릴 수 있습니다.

**※ 선택 가능한 외형은 **/? /소환수외형** 명령어를 입력하면 확인할 수 있습니다.**",,,152453,1,0,0
2270,"모험가로서 명성이 올라가면 올라갈수록, 더 강한 적에게 도전할 수 있습니다.
이때 직업 레벨 외에 **아이템 레벨**에도 유의하세요.

**아이템 레벨**은 무기나 방어구, 장신구의 성능을 나타내는 수치로, 아이템 레벨이 높을수록 강력한 장비입니다.",,,152461,1,0,0
2271,"아이템 레벨이 높은 장비를
손에 넣으면 바로 착용해보세요.

**※ 장비의 아이템 레벨은 아이템 상세 정보에서 확인할 수 있습니다.**

아이템 레벨이 높은 장비는
**알라그 석판**등을 일정량 모아서 교환할 수도 있습니다.",,,152462,1,0,0
2272,"'알라그 석판'은 던전이나 마물 사냥 등 다양한 방법으로 얻을 수 있습니다.

보유 수는 주 메뉴의 '화폐 목록'에서 확인 가능합니다.

알라그 석판을 모은 다음 '망자의 종소리' 등지에 있는 NPC를 찾아가 장비로 교환하세요!",,,152463,1,0,0
2280,"장비한 무기, 방어구, 장신구에는 그 장비의 성능을 나타내는 '아이템 레벨'이 설정되어 있습니다.

현재 장비한 무기나 방어구, 장신구의 아이템 레벨 평균치를 **평균 아이템 레벨**이라고 합니다.",,,152471,1,0,0
2281,"평균 아이템 레벨은 당신의 장비 수준을 드러내는 중요한 수치입니다.

최대한 아이템 레벨이 높은 장비를 착용하여 평균 아이템 레벨을 높게 유지하세요.

**※ 평균 아이템 레벨은 캐릭터 창에서 확인할 수 있습니다.**",,,152472,1,0,0
2282,"임무 찾기에서 상위 임무에 참가 신청하려면 평균 아이템 레벨이 일정치 이상이어야 하는 경우도 있습니다.

평균 아이템 레벨이 낮으면 알라그 석판을 장비로 교환하거나, 장터를 이용해서 장비를 갖춘 후 다시 도전하세요!",,,152473,1,0,0
2290,,,,0,0,0,0
2300,,,,0,0,0,0
2301,,,,0,0,0,0
2302,,,,0,0,0,0
2303,,,,0,0,0,0
2310,"동방의 바다를 지키는 신들의 가호를 받아 물속에서도 활동할 수 있게 되었습니다!

**잠수**가 가능한 지역에 한해 물속을 이동할 수 있습니다.

**※ 잠수 중에 나는 탈것을 이용할 수도 있습니다.**",,,152501,1,0,0
2311,"수면 위에서 물속으로 잠수하려면하강 조작에 해당하는 키를 누르세요.

**※ 기본 설정은 [Ctrl+Space]입니다.**

비행 중일 때는 캐릭터를 기울여서 수면으로 진입하면 잠수할 수 있습니다.",,,152502,1,0,0
2312,"수면 위에서 물속으로 잠수하려면하강 조작에 해당하는 키를 누르세요.

**※ 기본 설정은 입니다.**

비행 중일 때는 캐릭터를 기울여서 수면으로 진입하면 잠수할 수 있습니다.",,,152503,1,0,0
2313,"잠수가 가능해짐으로써, 물속에서 **감정 표현**을
사용할 수 있게 되었습니다.

감정 표현 목록을 열어, 잠수했을 때만 할 수 있는 '수중 공중제비' 등을 사용해 보세요!
**※ 그림 오른쪽 아래에 있는 테두리가 둘러진 아이콘이 물속에서 실행 가능하다는 표시입니다.**",,,152504,1,0,0
2320,"**임무용 기술**이란 특정 퀘스트 전투나 임무에서만 사용할 수 있는 기술입니다.

화면에 표시된 임무용 기술 아이콘을**왼쪽 클릭**하면 사용할 수 있습니다.
**※ 별도로 단축키를 설정할 수도 있습니다.**",,,152511,1,0,0
2321,"**임무용 기술**이란 특정 퀘스트 전투나 임무에서만 사용할 수 있는 기술입니다.

 또는 를 누른 상태에서 버튼을 누르면 사용할 수 있습니다.",,,152513,1,0,0
2322,"임무용 기술 중에는 **사용 횟수**가 제한된 기술도 있습니다.

공략 중 언제 써야 하는지를 생각하며 사용하세요.",,,152512,1,0,0
2330,"경쟁의 날개 **아스트라갈로스(기공전)**가 개방되었습니다!

경쟁의 날개란 고블린족이 만든 병기를 조종하여 적 팀의 중추를 파괴하는 PvP 임무입니다.
자세한 사항은 늑대우리 부두에 있는 **소프트녹스**에게 문의하세요!",,,152561,1,0,0
2340,"**작살**을 사용할 수 있게 되었습니다!

작살을 보조 도구로 장비하면 **작살낚시**가 가능해집니다.

보조 도구를 잃어버리면 상점에서 구입할 수 있습니다.",,,152521,1,0,0
2350,"물속에서 작살을 사용하면 아이템을 채집할 수 있습니다.

작살질이 가능한 장소를 **어장**이라고 부릅니다.",,,152531,1,0,0
2351,"기술 **상어의 눈**을
사용하면 효과가 지속되는 동안 어장을 발견할 수 있습니다.

이때, 미니맵에도 어장의 위치가 표시됩니다.",,,152532,1,0,0
2352,"어장을 발견하면 가까이 다가가서 조사해 보세요.
아이템을 채집할 수 있습니다.",,,152533,1,0,0
2360,,,,0,0,0,0
2361,,,,0,0,0,0
2370,"**역할 기술**을 쓸 수 있게 되었습니다!

역할 기술이란, 각 직업의 역할에 따른 보조 기술입니다.
역할 기술은 일정 레벨에 도달하면 자동으로 습득합니다.
또한, 같은 역할에 속하는 직업은 같은 역할 기술을 습득합니다.",,,152551,1,0,0
2371,"주 메뉴의 **내 캐릭터**에서 **기술 목록**을 선택해 보세요.

기술 목록의 **역할** 항목에서 습득한 역할 기술을 확인할 수 있습니다.",,,152552,1,0,0
2372,,,,0,0,0,0
2373,,,,0,0,0,0
2374,,,,0,0,0,0
2380,"**악기 연주**가 개방되었습니다.

기술 목록의 **연주**에 있는 악기 기술을 실행한 후, 화면에 표시되는 건반을 누르면 연주할 수 있습니다.
마음을 선율에 담아 연주해 봅시다♪

**※ 연주하려면 음유시인으로 잡 체인지해야 합니다.**",,,152571,1,0,0
2390,"**패션 체크**란, 장미 가면이 제시한 테마에 맞게 옷을 갖춰 입고 채점을 받는 것입니다.

테마는 현실 시간으로 화요일 오후 5시에 발표되고 금요일 오후 5시부터 채점이 시작됩니다.",,,152581,1,0,0
2391,"패션 체크에서는 일부 장비 부위에 테마가 지정되며, 보조 무기를 제외한 11부위를 채점합니다.

어떤 장비가 테마에 맞을지 생각해서 갖춰 입으세요.",,,152582,1,0,0
2392,"장미 가면은 한 캐릭터당 일주일에 4번까지 채점해줍니다.

점수는 100점 만점으로 평가됩니다.

제한된 횟수 안에 높은 점수를 받으려면, 다른 모험가들과 의견을 나눠 보세요.",,,152583,1,0,0
2393,"패션 체크에 참가하면 매주 1번 참가상으로 MGP를 받을 수 있습니다.
80점 이상을 받으면 매주 1번 추가 MGP를 받을 수 있습니다.

높은 점수를 받아 패션 리더가 되어봅시다!",,,152584,1,0,0
2400,"보다 손쉽게 장비를 투영하려면, 각 대도시 여관에 설치된 **환상의 옷장**을 이용해 보세요.

'환상의 프리즘'을 이용해 장비를 '환상의 옷장'에 넣으면 외형 정보를 환영화하여 저장할 수 있습니다.",,,152591,1,0,0
2401,"환상의 옷장에 넣은 장비를 **투영세트**에 등록하면 마음에 드는 외형 조합을 저장할 수 있습니다.
저장해둔 투영세트를 이용해, 모든 부위의 장비를 한번에 투영할 수 있습니다.

여러 가지 투영세트를 만들어서 간편하게 멋을 부려보세요!",,,152592,1,0,0
2410,"외형이 마음에 드는 장비가 있으면 **환상의 옷장**에 보관하세요.
옷장에 넣은 아이템은 환영화되어 **투영세트**에 등록할 수 있게 됩니다.

**※ 환영화할 수 있는지는 아이템 툴팁에서 확인할 수 있습니다.**",,,152601,1,0,0
2420,"**투영세트**란, 장비의 외형을 등록해서 온몸의 장비를 한 번에 투영할 수 있는 편리한 도구입니다.

환영화해서 환상의 옷장에 넣은 아이템이나, 추억의 보관함에 있는 아이템을 등록해서 마음에 드는 복장으로 꾸며보세요.",,,152611,1,0,0
2430,"아이템의 외형 정보가 등록된 **투영세트**를 이용하면, '환상의 프리즘'을 소비하지 않고도 한꺼번에 온몸의 장비를 투영할 수 있습니다.

용도에 따라 여러 가지 투영세트를 구성해서 간편하게 외형 변화를 즐기세요!

**※ 투영세트는 대도시 또는 휴식 지역에서 이용할 수 있습니다.**",,,152621,1,0,0
2440,"**마정반**을 이용할 수 있게 되었습니다!

에우레카의 마물들은 어느 한 속성에 특화된 힘을 지니고 있습니다.

**마정반**과 **마정석**을 활용하여, 전투를 유리하게 이끄세요!",,,152631,1,0,0
2441,"마정반에 마정석을 끼우면**속성치**가 올라가며, 마정반을 회전시켜서 속성치를 변경할 수도 있습니다.
속성치에 따라 마물에 대한 공격력이나 방어력이 변화합니다.

자세한 내용은 **조사대 기술자**에게 물어보세요!",,,152632,1,0,0
2450,"내 초코보에게 짐을 맡길 수 있는 **초코보 가방**이 개방되었습니다!

'초코보 가방'에는 자신의 소지품이나 집사에게 맡긴 아이템 등을 마음대로 넣거나 꺼낼 수 있습니다.",,,152641,1,0,0
2451,"'초코보 가방'은 내 초코보를 불러내지 않아도 사용할 수 있습니다.

단, 던전 같은 곳에서는 가방을 열 수 없으니 주의하세요!",,,152642,1,0,0
2460,"임무에서 어떻게 움직였는지 녹화할 수 있는 **임무 다시보기**를 이용할 수 있게 되었습니다.

다시보기에서는 자신뿐만 아니라 다른 파티원의 시점을 선택할 수 있으며, 평소와 다른 시점에서 전투를 되짚어 볼 수 있습니다.",,,152651,1,0,0
2461,"단, 다시보기 녹화에는 몇 가지 조건이 있습니다.

우선 기본적인 설정으로서, 주 메뉴의 '임무 정보'에서 '임무 다시보기'를 열어 **다시보기 녹화 설정**을 **활성화**로 변경해야 합니다.",,,152652,1,0,0
2470,"임무를 녹화하려면 아래 조건을 충족해야 합니다.

1. 다시보기 녹화가 활성화되어 있어야 합니다.
2. 다시보기 녹화가 가능한 임무여야 합니다.
3. 규정 인원수로 파티를 미리 구성하여 임무에 입장해야 합니다.
4. 다시보기 준비 확인을 실행해야 합니다.",,,152661,1,0,0
2471,"**1. 다시보기 녹화가 활성화되어 있어야 합니다.**

이 설정을 **활성화**하고 다른 조건을 충족하면 녹화가 시작됩니다.

**비활성화**로 설정하면 '자신은 녹화하지 않는 상태'가 되며, 다른 조건을 모두 충족했을 때 자신은 녹화할 수 없으나 다른 파티원의 다시보기에는 녹화될 수 있습니다.",,,152662,1,0,0
2472,"**2. 다시보기 녹화가 가능한 임무여야 합니다.**

녹화 가능한 임무는 새로운 패치가 적용될 때마다 바뀝니다.

**3. 규정 인원수로 파티를 미리 구성하여 임무에 입장해야 합니다.**

대상 임무에 규정된 최대 인원수로 입장해야 다시보기를 녹화할 수 있습니다.",,,152663,1,0,0
2473,"**4. 다시보기 준비 확인을 실행해야 합니다.**

조건을 갖추고 임무에 입장한 다음, 다시보기 준비 확인을 실행하여 모든 파티원이 '예'를 누른 시점에 녹화가 시작됩니다.

**※ 다시보기 준비 확인은 주 메뉴의 '파티'에 있는 '다시보기 준비 확인'을 눌러 실행할 수 있습니다.**",,,152664,1,0,0
2474,"**4. 다시보기 준비 확인을 실행해야 합니다.**

조건을 갖추고 임무에 입장한 다음, 다시보기 준비 확인을 실행하여 모든 파티원이 '예'를 누른 시점에 녹화가 시작됩니다.

**※ 다시보기 준비 확인은 주 메뉴의 '파티'에 있는 '다시보기 준비 확인'을 눌러 실행할 수 있습니다.**",,,152665,1,0,0
2480,"녹화한 다시보기 기록은 각 대도시의 **여관**에서 재생할 수 있습니다.

재생 중의 조작과 기능에 관련된 내용은 임무 다시보기 화면의 **도움말**에서 확인할 수 있습니다.

임무 다시보기를 사용하여 멋진 스크린샷이나 동영상을 만들어 보세요!",,,152671,1,0,0
2481,"**방명록**이란 하우징을 통해 플레이어끼리 교류할 수 있는 가구입니다.

방명록이 설치되어 있는 주택에서는 집주인에게 메시지를 남기거나 '좋아요'를 실행할 수 있습니다.

집주인은 '집주인의 한마디'를 통해 모든 방문자가 볼 수 있는 인사말을 적을 수 있습니다.",,,152681,1,0,0
2482,"방문자는 '메시지 쓰기'를 눌러 메시지를 남길 수 있습니다.

메시지에 귀퉁이에 표시되는 '×'를 누르면 자신이 쓴 메시지를 삭제할 수도 있습니다.

메시지를 쓴 본인 또는 집주인만 메시지를 삭제할 수 있습니다.",,,152682,1,0,0
2483,"집주인은 기본 메시지 상태를 '공개' 또는 '비공개'로 설정할 수 있습니다.

또한 메시지별로 아이콘을 눌러 공개/비공개 상태를 각각 다르게 설정할 수도 있습니다.",,,152683,1,0,0
2484,"방문자는 주택에 '좋아요'를 누를 수 있습니다.

'좋아요'를 할 수 있는 횟수는 제한되어 있으며, 처음에는 최대 10회가 부여되고 이후 하루에 5회씩 좋아요 가능 횟수가 증가합니다.

좋아요 가능 횟수는 최대 50회까지 누적됩니다.

주택이 마음에 들면 '좋아요'를 눌러서 집주인을 칭찬합시다!",,,152684,1,0,0
2485,"신뢰도가 상승하여, 단골손님의 복장을 자신이 투영한 장비로 바꿀 수 있게 되었습니다.

머리, 몸통, 손, 다리, 발 총 5부위를 투영할 수 있습니다.",,,152691,1,0,0
2486,"단골손님에게 투영할 수 있는 복장은 모든 종족, 모든 직업이 착용할 수 있는 장비로만 제한됩니다.

또한 장비 투영 및 염색에는 각기 촉매와 염료가 소비됩니다.

단골손님에게 멋진 장비를 입혀봅시다!",,,152692,1,0,0
2487,"**행운토끼**가 당신에게 보물을 선물하고 싶어합니다!

임무용 아이템 **행운당근**을 사용하면 보물이 있는 장소의 힌트를 알려줍니다.",,,152701,1,0,0
2488,"보물이 묻혀 있을 듯한 위치로 이동해서 행운당근을 다시 사용하면 보물을 발견할 수 있습니다.

행운토끼가 주는 선물을 찾아봅시다!",,,152702,1,0,0
2489,"보물고 **제전**에 입장했습니다!

제전에서는 **소환 마법진**을 이용해 보물을 지키는 마물을 소환할 수 있습니다.

소환한 마물을 쓰러뜨리면 보물을 손에 넣을 수 있습니다.",,,152711,1,0,0
2490,"소환 마법진은 지도 주인만 만질 수 있으며, **최대 5번**까지 마물을 소환할 수 있습니다.

무작위로 선택된 마법진의 **문양**에 따라 다른 마물이 소환됩니다.

강한 마물이 소환될수록 쓰러뜨렸을 때 더 큰 보상을 얻을 수 있습니다.",,,152712,1,0,0
